SEGMENT_ID,HIGHWAY_NUMBER,REGION,SEGMENT_LENGTH_KM,LANE_COUNT,SURFACE_TYPE,CONDITION_INDEX,LAST_INSPECTION_DATE,TRAFFIC_VOLUME_DAILY,ACCIDENT_COUNT_ANNUAL,SPEED_LIMIT,WINTER_MAINTENANCE_PRIORITY,BRIDGE_COUNT,CULVERT_COUNT,REHABILITATION_YEAR,ESTIMATED_REPLACEMENT_COST,LAST_UPDATED
SEG_00124,404,Eastern,26.9,2,Concrete,8.6,2026-05-09,45860,16,110,C,5,2,2025,15428653.0,2026-07-23
SEG_00329,417,Niagara,7.9,6,Composite,5.7,2024-03-21,30004,24,80,B,5,2,2023,17556708.0,2026-07-19
SEG_00266,69,Niagara,46.0,7,Asphalt,3.4,2025-12-10,86750,47,80,D,4,4,2015,34399493.0,2026-06-12
SEG_00342,7,Durham,15.1,4,Asphalt,8.8,2023-04-01,158709,40,100,B,4,5,2026,20359071.0,2026-05-07
SEG_00376,11,Northern,8.2,5,Asphalt,6.3,2023-02-05,194565,35,80,D,0,0,2026,35820960.0,2026-01-01
SEG_00462,QEW,Central,38.7,5,Concrete,5.3,2026-03-05,110583,41,40,A,1,8,2028,29413949.0,2026-02-05
SEG_00091,403,GTA,25.2,3,Concrete,7.8,2025-09-20,126251,35,100,B,5,10,2030,20877345.0,2026-04-29
SEG_00251,400,Hamilton,48.2,4,Asphalt,8.0,2025-12-18,20430,31,60,A,3,3,2025,48365947.0,2026-06-16
SEG_00449,410,Northern,41.2,4,Gravel,8.8,2024-09-13,28873,17,40,A,3,7,2016,44709510.0,2026-06-01
SEG_00035,69,Eastern,40.8,5,Asphalt,8.4,2024-10-25,101371,44,50,A,0,8,2028,5069763.0,2026-01-25
SEG_00153,17,Central,6.3,8,Composite,8.0,2023-09-22,101245,44,50,D,2,9,2027,5664263.0,2026-02-21
SEG_00161,400,Northern,50.0,3,Concrete,1.6,2023-11-20,41148,12,60,C,4,0,2017,13517273.0,2026-04-14
SEG_00020,11,Ottawa,34.5,4,Composite,5.7,2024-03-22,136249,0,60,D,4,4,2017,35995124.0,2026-07-24
SEG_00494,404,Eastern,6.9,6,Concrete,3.4,2024-08-03,29779,0,100,B,3,1,2024,26420164.0,2026-02-16
SEG_00458,400,Ottawa,45.3,6,Gravel,4.8,2024-06-08,94637,13,60,B,3,2,2026,43371674.0,2026-05-07
SEG_00378,69,GTA,37.3,3,Gravel,9.4,2023-11-11,173025,34,110,B,2,4,2027,18815933.0,2026-02-23
SEG_00039,69,Northern,31.6,2,Concrete,9.4,2026-03-19,194522,14,40,C,5,2,2030,23503267.0,2026-02-19
SEG_00345,407,Waterloo,5.2,8,Gravel,8.9,2024-05-20,80720,11,40,B,1,9,2029,39482675.0,2026-04-21
SEG_00453,17,Hamilton,29.6,4,Composite,5.9,2024-07-28,180378,21,100,B,0,0,2015,7774292.0,2026-06-06
SEG_00376,7,Eastern,38.5,6,Composite,1.2,2024-12-01,196818,7,100,A,1,3,2020,40993102.0,2026-07-06
SEG_00096,17,Southwestern,14.1,8,Concrete,7.4,2024-07-28,81996,47,50,C,5,9,2017,28338229.0,2026-03-08
SEG_00471,417,Eastern,48.8,5,Concrete,5.3,2024-10-23,108697,10,80,A,1,1,2022,20650409.0,2026-02-08
SEG_00322,401,Ottawa,47.2,5,Composite,3.7,2026-07-22,58039,19,60,D,5,7,2019,47459756.0,2026-06-11
SEG_00239,17,Waterloo,44.7,8,Gravel,6.6,2023-10-16,145959,29,50,D,1,7,2019,39708144.0,2026-06-22
SEG_00116,400,Ottawa,11.3,5,Composite,5.9,2025-01-17,146906,8,50,B,2,3,2024,7123129.0,2026-04-12
SEG_00419,407,Southwestern,21.2,8,Asphalt,6.8,2023-06-08,21924,15,110,B,1,5,2015,49149971.0,2026-01-24
SEG_00111,410,Ottawa,7.3,6,Gravel,8.9,2026-06-09,160194,46,40,B,3,10,2022,33164444.0,2026-04-26
SEG_00214,QEW,GTA,44.4,7,Composite,9.5,2024-09-10,47457,2,80,A,1,10,2019,25879483.0,2026-01-24
SEG_00010,410,Eastern,0.8,7,Asphalt,4.5,2024-05-23,163569,12,110,B,0,2,2017,20763195.0,2026-06-01
SEG_00035,404,Durham,42.1,7,Gravel,2.8,2023-02-13,133988,33,100,C,2,7,2024,24731579.0,2026-04-10
SEG_00226,400,Central,0.6,5,Composite,7.3,2023-12-24,118539,14,80,C,5,10,2019,102636.0,2026-07-08
SEG_00460,11,GTA,21.1,4,Asphalt,3.2,2025-02-07,129380,41,100,D,2,4,2016,43288502.0,2026-02-19
SEG_00043,11,Southwestern,2.4,5,Composite,6.3,2024-07-11,159207,42,60,B,3,8,2019,14107646.0,2026-06-14
SEG_00483,404,Southwestern,42.4,3,Asphalt,5.8,2023-12-31,19689,45,110,B,0,10,2019,16103795.0,2026-04-22
SEG_00469,17,Niagara,35.5,2,Composite,7.0,2024-07-24,68474,15,100,D,0,7,2021,2185399.0,2026-01-30
SEG_00463,417,Eastern,44.6,8,Gravel,6.3,2023-08-09,132566,39,100,D,0,8,2024,27240365.0,2026-02-23
SEG_00087,QEW,Waterloo,10.6,2,Composite,5.9,2023-03-31,14084,27,80,C,1,3,2026,19499065.0,2026-05-02
SEG_00075,403,Southwestern,11.2,6,Concrete,6.6,2026-02-13,152627,10,60,A,4,1,2018,5023880.0,2026-04-14
SEG_00008,11,Ottawa,44.3,4,Concrete,1.1,2026-06-23,153039,25,60,C,1,1,2029,15996231.0,2026-06-29
SEG_00491,400,Central,32.0,5,Composite,6.4,2025-01-30,9677,46,110,A,5,0,2029,10179302.0,2026-07-11
SEG_00451,11,GTA,1.7,4,Asphalt,8.0,2026-07-29,42061,14,80,D,3,4,2019,22768661.0,2026-07-30
SEG_00388,7,Northern,2.8,8,Composite,9.8,2025-02-26,110587,5,80,A,4,7,2023,19223145.0,2026-02-13
SEG_00295,11,GTA,15.2,8,Concrete,4.8,2025-06-26,146740,46,50,A,3,1,2029,42171342.0,2026-04-14
SEG_00332,11,Durham,23.5,5,Concrete,4.6,2023-03-30,120227,9,60,A,1,10,2021,15128200.0,2026-03-07
SEG_00333,410,Eastern,41.1,5,Asphalt,5.3,2024-11-05,84955,50,80,B,1,9,2020,10527017.0,2026-04-04
SEG_00497,17,Northern,47.3,5,Composite,7.8,2024-10-07,138687,33,80,A,3,4,2024,30205413.0,2026-07-10
SEG_00365,404,Northern,3.2,8,Concrete,7.5,2025-09-28,187163,44,60,C,4,7,2027,38036768.0,2026-04-28
SEG_00198,400,Ottawa,49.2,3,Asphalt,6.5,2023-11-11,19713,36,100,B,4,6,2019,42469955.0,2026-01-23
SEG_00497,417,Central,44.8,5,Composite,5.5,2025-11-22,163844,32,100,B,5,10,2022,42467220.0,2026-04-02
SEG_00230,69,Niagara,31.4,2,Concrete,6.6,2023-01-15,175618,21,100,D,4,1,2025,41122601.0,2026-02-26
SEG_00424,7,Northern,18.9,4,Concrete,9.7,2025-04-16,22163,40,80,C,0,0,2025,12633509.0,2026-07-25
SEG_00007,403,Central,7.4,2,Gravel,4.2,2026-04-03,73887,29,110,C,5,8,2017,44217961.0,2026-03-03
SEG_00203,401,Hamilton,8.0,6,Composite,8.6,2023-05-30,116529,34,60,C,5,4,2021,30954033.0,2026-06-30
SEG_00356,407,Southwestern,15.8,5,Composite,2.2,2024-05-02,54363,21,60,C,4,4,2023,37637837.0,2026-03-01
SEG_00461,11,GTA,42.4,3,Composite,6.1,2024-12-21,41930,26,110,D,1,6,2019,30551047.0,2026-02-04
SEG_00294,7,Waterloo,40.2,5,Asphalt,3.2,2023-03-08,58542,12,60,D,5,10,2019,32857121.0,2026-08-01
SEG_00469,7,Southwestern,9.5,4,Gravel,5.2,2025-11-20,69706,39,80,B,0,2,2019,16681081.0,2026-05-20
SEG_00124,407,Niagara,42.4,6,Composite,3.6,2026-01-14,98692,5,110,B,4,3,2016,33935071.0,2026-06-19
SEG_00096,QEW,Northern,27.8,2,Concrete,5.2,2025-10-10,50245,3,60,C,3,3,2018,21229683.0,2026-06-01
SEG_00347,69,GTA,18.1,2,Asphalt,2.7,2024-05-03,128329,46,100,D,2,3,2015,4607357.0,2026-01-12
SEG_00129,404,Ottawa,25.8,8,Asphalt,2.3,2023-05-03,183219,0,100,A,5,8,2022,23759962.0,2026-03-30
SEG_00500,11,Hamilton,1.9,7,Composite,2.8,2024-03-10,126752,48,40,D,3,5,2016,5199822.0,2026-02-22
SEG_00462,11,Niagara,10.9,5,Composite,2.2,2024-06-29,144227,49,80,C,0,10,2029,11138006.0,2026-02-25
SEG_00215,401,Southwestern,0.6,3,Gravel,2.3,2024-06-01,167299,1,110,B,2,1,2028,28284703.0,2026-03-24
SEG_00050,410,Eastern,17.6,3,Gravel,9.4,2024-08-25,127045,19,40,B,5,8,2023,4574500.0,2026-06-16
SEG_00428,QEW,Southwestern,5.3,6,Gravel,2.6,2025-12-06,120829,48,80,B,4,2,2024,26447758.0,2026-04-25
SEG_00439,410,Eastern,47.1,2,Asphalt,1.1,2023-08-15,161610,29,100,A,5,4,2030,6285944.0,2026-06-20
SEG_00275,17,Central,46.1,5,Composite,2.7,2026-04-30,14652,8,110,C,0,6,2020,24681439.0,2026-06-24
SEG_00104,QEW,GTA,19.5,4,Gravel,1.2,2026-07-16,67251,19,110,C,2,5,2021,22678240.0,2026-01-24
SEG_00106,404,Northern,7.5,8,Gravel,1.7,2023-11-19,162663,34,110,D,5,6,2026,36713018.0,2026-03-04
SEG_00170,407,Hamilton,14.3,6,Gravel,7.3,2023-03-05,174417,35,50,A,5,10,2030,23709907.0,2026-02-02
SEG_00365,403,Hamilton,32.2,8,Asphalt,4.3,2023-05-21,174831,4,110,A,1,7,2030,3295784.0,2026-05-03
SEG_00031,11,Central,23.0,2,Gravel,4.4,2023-12-30,133323,6,110,A,0,8,2029,33893284.0,2026-05-26
SEG_00398,417,Ottawa,31.2,3,Asphalt,5.8,2024-10-29,6005,4,40,B,5,6,2024,37814397.0,2026-06-05
SEG_00062,410,Niagara,44.1,7,Gravel,8.0,2025-11-10,127340,47,40,D,4,7,2030,15476807.0,2026-05-09
SEG_00421,410,Southwestern,17.4,2,Asphalt,5.1,2025-06-23,170560,41,60,B,2,10,2024,43234933.0,2026-04-09
SEG_00377,7,Northern,49.2,5,Composite,9.7,2024-06-19,91387,44,40,B,0,7,2022,19001352.0,2026-01-26
SEG_00438,403,Hamilton,34.1,7,Gravel,5.7,2024-11-17,195414,19,60,D,5,2,2026,17812467.0,2026-07-30
SEG_00445,17,Eastern,17.6,4,Gravel,5.8,2024-08-02,57405,1,60,B,0,9,2027,32136313.0,2026-03-04
SEG_00123,QEW,Eastern,10.0,6,Composite,8.1,2023-06-22,29602,4,60,C,3,9,2017,40138108.0,2026-02-22
SEG_00155,407,Southwestern,38.7,4,Composite,1.2,2024-05-10,53234,43,80,B,0,5,2019,8086273.0,2026-03-24
SEG_00077,404,Southwestern,28.0,2,Concrete,4.0,2024-10-09,108724,42,110,B,3,10,2021,43443510.0,2026-02-07
SEG_00496,7,Northern,39.1,5,Asphalt,4.6,2024-01-14,13638,42,40,A,3,8,2018,19248567.0,2026-06-23
SEG_00061,401,GTA,36.9,7,Gravel,6.0,2025-08-18,4209,45,50,C,1,1,2019,8912955.0,2026-01-25
SEG_00444,410,Waterloo,9.7,2,Gravel,4.5,2025-01-25,139802,11,80,D,1,9,2023,46743920.0,2026-01-05
SEG_00114,401,Eastern,7.8,6,Concrete,6.7,2026-05-05,35189,17,40,C,5,1,2023,12002530.0,2026-04-10
SEG_00455,407,Waterloo,3.9,8,Gravel,3.5,2024-09-10,158629,48,80,B,2,1,2027,29458843.0,2026-05-23
SEG_00216,417,Hamilton,21.9,4,Gravel,4.3,2026-02-23,15036,43,100,C,3,4,2018,46386547.0,2026-02-10
SEG_00160,QEW,Niagara,26.2,2,Concrete,6.5,2023-07-22,97993,36,40,D,3,2,2023,18838480.0,2026-04-21
SEG_00230,QEW,Northern,23.3,3,Concrete,6.4,2025-04-23,179509,16,100,D,4,3,2015,49312297.0,2026-06-14
SEG_00453,69,Durham,17.6,2,Composite,9.6,2023-11-09,170890,2,100,A,0,1,2018,9900457.0,2026-02-20
SEG_00235,407,Eastern,48.2,6,Concrete,7.6,2025-11-15,58352,0,50,A,0,8,2029,25838180.0,2026-01-01
SEG_00146,407,Durham,31.8,4,Composite,7.0,2024-01-27,65869,45,50,D,2,6,2018,32535209.0,2026-05-28
SEG_00100,400,Eastern,5.0,6,Gravel,7.9,2023-09-28,90199,26,40,C,1,9,2022,27702742.0,2026-01-29
SEG_00443,401,Central,49.5,7,Concrete,3.5,2023-03-17,199074,5,60,A,5,10,2029,9426380.0,2026-03-29
SEG_00454,17,Southwestern,38.2,5,Gravel,1.6,2026-05-18,127228,31,50,D,0,3,2015,36533958.0,2026-07-02
SEG_00203,17,Niagara,21.3,7,Asphalt,2.6,2025-05-09,124443,22,100,B,5,2,2030,40189428.0,2026-01-21
SEG_00221,17,GTA,26.5,5,Composite,9.9,2025-06-12,90050,43,110,C,4,6,2028,7483726.0,2026-06-04
SEG_00267,401,Durham,5.2,7,Concrete,4.4,2026-05-17,38532,18,50,B,2,9,2024,4365696.0,2026-06-01
SEG_00366,400,Durham,10.7,7,Composite,5.4,2024-10-17,85708,28,100,B,5,9,2027,49157020.0,2026-05-11
SEG_00115,404,GTA,45.3,7,Concrete,3.0,2024-04-09,46215,36,110,D,0,0,2017,31339111.0,2026-06-19
SEG_00241,17,Central,33.7,3,Composite,2.8,2025-10-30,188453,37,110,B,0,10,2020,24703467.0,2026-03-11
SEG_00405,69,Ottawa,43.4,3,Composite,5.2,2026-07-22,18580,44,60,D,5,5,2020,3209342.0,2026-07-28
SEG_00263,410,Northern,45.5,3,Composite,6.5,2023-12-27,52637,8,100,D,0,2,2025,4251599.0,2026-03-05
SEG_00038,417,Hamilton,41.7,6,Composite,2.1,2025-12-07,158036,3,80,D,3,1,2025,27067951.0,2026-07-13
SEG_00402,417,Niagara,4.2,8,Gravel,4.3,2023-03-18,82967,39,60,C,0,1,2029,21642329.0,2026-05-07
SEG_00261,69,Southwestern,31.8,5,Composite,6.3,2026-07-22,58576,46,80,D,1,8,2029,41647852.0,2026-06-13
SEG_00258,QEW,Southwestern,19.4,8,Concrete,7.0,2023-02-12,131250,5,110,C,0,5,2028,43234951.0,2026-04-15
SEG_00136,QEW,Hamilton,41.7,8,Composite,9.8,2024-10-04,19412,14,50,C,4,4,2027,24519382.0,2026-04-14
SEG_00343,403,Central,16.8,3,Composite,8.5,2024-01-18,177925,33,80,D,2,7,2021,7517063.0,2026-04-07
SEG_00135,404,Central,12.0,8,Composite,1.8,2024-05-03,127350,43,100,A,5,5,2018,33463055.0,2026-02-16
SEG_00158,417,Eastern,17.9,3,Asphalt,3.3,2025-10-05,17246,43,60,B,5,4,2021,4195447.0,2026-07-28
SEG_00275,400,GTA,5.9,3,Asphalt,4.3,2023-06-06,7362,27,80,C,2,8,2017,6016524.0,2026-06-06
SEG_00033,QEW,Northern,2.2,6,Concrete,9.8,2026-07-16,177314,22,100,D,0,2,2024,47457838.0,2026-04-03
SEG_00030,404,Durham,30.6,8,Gravel,2.7,2025-06-25,191444,32,40,B,3,4,2022,41415613.0,2026-02-21
SEG_00188,QEW,GTA,16.6,6,Asphalt,3.9,2025-08-08,150845,10,50,A,5,9,2022,44767954.0,2026-07-27
SEG_00374,403,Waterloo,1.6,2,Gravel,8.2,2023-06-07,10824,42,40,D,5,4,2017,36601781.0,2026-04-05
SEG_00354,11,GTA,36.7,7,Concrete,8.6,2024-03-14,43171,2,50,B,3,8,2028,12356428.0,2026-01-29
SEG_00150,403,Ottawa,31.6,5,Composite,7.3,2024-07-04,182846,34,110,C,5,9,2025,13675713.0,2026-06-04
SEG_00262,400,Hamilton,5.6,3,Gravel,1.6,2025-02-04,13475,16,80,C,2,10,2018,434071.0,2026-06-27
SEG_00174,400,Waterloo,33.0,8,Concrete,1.1,2025-11-11,100496,3,80,C,1,7,2029,45074380.0,2026-06-11
SEG_00199,403,GTA,3.4,2,Asphalt,3.2,2025-05-18,142594,42,40,B,3,4,2027,14012662.0,2026-05-27
SEG_00437,401,Durham,25.0,3,Composite,9.3,2025-05-31,26157,45,110,B,4,4,2023,36504253.0,2026-03-02
SEG_00242,417,Niagara,27.4,8,Composite,9.1,2026-06-30,32268,5,50,A,2,10,2024,22892850.0,2026-04-05
SEG_00083,17,GTA,14.4,7,Gravel,7.6,2025-07-18,14523,14,50,C,1,6,2024,35878093.0,2026-03-13
SEG_00371,7,Hamilton,47.1,8,Composite,8.8,2026-03-05,186322,24,60,D,3,8,2021,19875095.0,2026-04-18
SEG_00410,407,Ottawa,41.0,4,Asphalt,9.5,2024-06-15,114394,28,80,C,1,5,2021,26274044.0,2026-06-09
SEG_00008,69,Northern,18.9,7,Gravel,9.3,2023-05-04,74527,13,80,C,1,0,2029,19995171.0,2026-03-09
SEG_00318,QEW,Durham,33.7,5,Concrete,9.4,2025-09-08,71466,40,60,C,5,3,2027,12522047.0,2026-01-31
SEG_00259,403,Southwestern,45.2,3,Gravel,7.8,2025-12-22,173291,3,110,C,2,2,2028,36489937.0,2026-01-23
SEG_00129,404,Eastern,30.3,3,Gravel,4.4,2026-06-04,10054,25,40,D,4,7,2019,16385213.0,2026-02-07
SEG_00433,QEW,Eastern,40.7,8,Asphalt,1.4,2026-06-17,97324,22,40,C,0,9,2018,10992319.0,2026-07-14
SEG_00055,7,Northern,1.1,2,Concrete,9.3,2026-07-26,7196,21,60,D,2,4,2019,9076588.0,2026-06-02
SEG_00180,QEW,Central,22.2,7,Gravel,5.3,2024-11-03,149752,24,60,C,5,0,2017,46086938.0,2026-03-27
SEG_00397,404,Durham,42.1,5,Concrete,5.3,2025-03-05,57110,29,100,D,2,8,2029,10248246.0,2026-04-01
SEG_00083,QEW,Waterloo,14.9,6,Composite,8.2,2023-03-01,160800,1,100,B,3,2,2030,18454790.0,2026-02-20
SEG_00412,407,Central,12.8,5,Concrete,5.0,2026-06-26,189894,36,60,B,1,10,2029,47422895.0,2026-02-13
SEG_00201,401,Waterloo,13.8,5,Composite,9.2,2023-07-16,78415,24,50,D,0,7,2022,42327977.0,2026-04-05
SEG_00013,417,Ottawa,49.0,3,Asphalt,8.4,2026-04-18,15846,34,100,B,2,2,2029,41357646.0,2026-04-29
SEG_00493,7,Ottawa,5.9,3,Composite,1.6,2024-01-14,58352,34,110,B,4,1,2015,26035975.0,2026-03-11
SEG_00205,401,Waterloo,31.5,6,Asphalt,4.0,2026-07-10,16664,22,50,D,3,4,2020,22196191.0,2026-05-06
SEG_00141,17,Northern,4.2,8,Gravel,6.8,2023-11-10,152565,37,60,D,1,1,2027,2632016.0,2026-05-12
SEG_00032,403,Ottawa,5.7,7,Asphalt,3.0,2024-08-11,195552,32,50,B,5,6,2021,2466065.0,2026-06-25
SEG_00051,11,Niagara,12.9,8,Gravel,6.5,2024-03-25,158400,19,50,D,3,5,2027,10221358.0,2026-05-04
SEG_00174,407,GTA,22.2,3,Gravel,4.8,2024-06-08,98439,19,60,D,2,1,2024,21559649.0,2026-02-06
SEG_00309,7,Durham,19.9,6,Gravel,7.2,2024-05-21,53921,46,60,C,5,10,2018,9159649.0,2026-05-08
SEG_00233,11,Ottawa,5.4,7,Concrete,5.0,2023-02-10,141866,43,80,C,5,0,2020,36131078.0,2026-03-27
SEG_00292,QEW,Hamilton,42.2,5,Gravel,9.3,2025-12-24,85901,36,110,C,5,9,2024,4594565.0,2026-01-22
SEG_00136,69,Central,6.8,3,Asphalt,6.0,2024-08-24,51924,33,50,C,2,4,2019,4804401.0,2026-04-20
SEG_00144,407,Niagara,27.0,8,Composite,8.5,2023-12-25,102694,14,50,A,5,2,2027,17170289.0,2026-07-25
SEG_00266,410,Northern,17.3,7,Asphalt,2.4,2024-09-17,1942,6,40,A,3,1,2024,41519139.0,2026-05-10
SEG_00246,403,Waterloo,7.9,5,Composite,1.7,2026-05-15,62395,28,80,C,4,8,2027,15496648.0,2026-02-12
SEG_00125,401,Northern,37.7,6,Concrete,8.1,2025-07-02,91333,26,110,D,1,1,2027,46458280.0,2026-04-27
SEG_00302,401,Southwestern,3.1,3,Composite,5.5,2023-08-01,10807,45,60,D,3,10,2025,48337280.0,2026-04-04
SEG_00214,404,Ottawa,42.1,4,Asphalt,6.4,2024-04-16,36238,14,80,C,1,0,2029,32540123.0,2026-07-23
SEG_00078,407,GTA,31.6,4,Composite,4.6,2024-06-24,124287,30,50,A,0,7,2017,44631044.0,2026-03-28
SEG_00044,17,Durham,6.1,2,Composite,7.7,2026-01-12,159591,41,110,A,4,6,2019,36262147.0,2026-03-18
SEG_00121,401,Eastern,25.7,5,Concrete,9.9,2025-02-20,125103,29,40,C,5,0,2015,39553646.0,2026-02-09
