CLIENT_ID,AGE_GROUP,GENDER,POSTAL_CODE_PREFIX,REGION,HOUSEHOLD_SIZE,INCOME_BRACKET,EMPLOYMENT_STATUS,EDUCATION_LEVEL,LANGUAGE_PREFERENCE,INDIGENOUS_IDENTITY,DISABILITY_FLAG,IMMIGRATION_STATUS,YEARS_IN_CANADA,MARITAL_STATUS,DEPENDENTS_COUNT,HOUSING_TYPE,DIGITAL_ACCESS,LAST_UPDATED
CLT-000667,35-44,Prefer Not to Say,L8N,Ottawa,4,$20-40K,Retired,Doctorate,Bilingual,No,Yes,PR,18,Common-Law,3,Rent,Yes,2026-02-17
CLT-000668,65+,Non-Binary,N5U,Niagara,7,$80-100K,Unemployed,Less than HS,Bilingual,No,No,PR,21,Single,3,Social Housing,No,2026-02-22
CLT-000669,35-44,Male,P5D,Hamilton,4,$80-100K,Self-Employed,Bachelor,Bilingual,Prefer Not to Say,No,Other,26,Common-Law,3,Own,Yes,2026-07-21
CLT-000670,65+,Female,T3O,Central,2,$20-40K,Retired,Bachelor,Bilingual,Prefer Not to Say,No,PR,5,Single,4,Rent,Yes,2026-02-02
CLT-000671,35-44,Male,T4K,Central,4,$80-100K,Self-Employed,College,French,No,Yes,PR,31,Divorced,3,Own,No,2026-01-18
CLT-000672,35-44,Female,N4G,GTA,2,$80-100K,On Leave,Bachelor,English,Prefer Not to Say,Yes,PR,50,Divorced,1,Rent,Limited,2026-05-24
CLT-000673,25-34,Male,M9Y,Eastern,3,>$100K,On Leave,High School,Bilingual,Prefer Not to Say,Yes,Other,9,Married,4,Social Housing,Yes,2026-01-23
CLT-000674,65+,Non-Binary,P6E,Durham,3,<$20K,Student,Bachelor,Bilingual,Yes,Yes,Other,29,Widowed,1,Social Housing,No,2026-04-14
CLT-000675,45-54,Male,M7Q,Northern,3,$40-60K,Student,Bachelor,Other,No,No,Other,14,Divorced,5,Own,Limited,2026-05-25
CLT-000676,65+,Non-Binary,K8N,Durham,2,>$100K,Self-Employed,College,English,Prefer Not to Say,No,Work Permit,37,Married,2,Shelter,Yes,2026-05-27
CLT-000677,45-54,Female,N6S,Northern,2,$20-40K,Unemployed,Bachelor,French,No,Yes,Work Permit,45,Divorced,4,Other,Limited,2026-02-12
CLT-000678,45-54,Male,T4O,Northern,2,>$100K,Self-Employed,High School,Bilingual,Prefer Not to Say,No,Refugee,26,Divorced,0,Own,No,2026-01-26
CLT-000679,35-44,Prefer Not to Say,M8B,Niagara,7,$80-100K,Student,High School,Other,Prefer Not to Say,No,Other,10,Common-Law,2,Other,No,2026-01-05
CLT-000680,25-34,Non-Binary,M8N,Waterloo,6,$40-60K,Student,Less than HS,French,Prefer Not to Say,No,Work Permit,3,Widowed,4,Rent,Limited,2026-06-17
CLT-000681,25-34,Male,P3R,GTA,1,$60-80K,Retired,Doctorate,French,No,No,Refugee,37,Single,1,Rent,No,2026-05-07
CLT-000682,55-64,Female,T9R,GTA,1,>$100K,Employed PT,High School,English,Yes,No,PR,6,Widowed,2,Rent,Yes,2026-01-02
CLT-000683,65+,Female,K9D,Central,2,$20-40K,Employed FT,High School,French,No,Yes,Citizen,18,Single,4,Other,Yes,2026-01-21
CLT-000684,25-34,Prefer Not to Say,M2H,Ottawa,5,$80-100K,Student,Bachelor,French,Yes,Yes,PR,39,Common-Law,4,Own,Yes,2026-01-26
CLT-000685,65+,Prefer Not to Say,N5M,Waterloo,6,>$100K,Employed FT,Less than HS,English,Prefer Not to Say,Yes,Other,40,Single,3,Shelter,No,2026-02-24
CLT-000686,25-34,Non-Binary,L8H,Southwestern,2,$80-100K,On Leave,Bachelor,English,No,Yes,Work Permit,18,Divorced,2,Shelter,Limited,2026-01-30
CLT-000687,18-24,Prefer Not to Say,T0W,Durham,4,<$20K,Employed PT,Bachelor,French,Prefer Not to Say,Yes,Citizen,16,Single,0,Other,Yes,2026-06-18
CLT-000688,65+,Male,P3J,Waterloo,6,<$20K,Employed PT,High School,French,Yes,No,Citizen,1,Common-Law,4,Rent,Yes,2026-03-09
CLT-000689,65+,Male,P3E,Central,2,>$100K,Student,Bachelor,French,No,Yes,Citizen,10,Single,1,Own,Yes,2026-04-22
CLT-000690,45-54,Non-Binary,T4F,Durham,6,$20-40K,Employed PT,Bachelor,Other,Prefer Not to Say,Yes,Citizen,47,Single,3,Shelter,Limited,2026-01-29
CLT-000691,18-24,Prefer Not to Say,N8N,Northern,5,<$20K,Employed PT,College,English,No,Yes,Other,25,Common-Law,1,Shelter,No,2026-03-01
CLT-000692,18-24,Female,K0T,Waterloo,3,<$20K,Student,Doctorate,Bilingual,Yes,Yes,Work Permit,43,Single,2,Rent,Yes,2026-06-05
CLT-000693,55-64,Non-Binary,M0V,Central,1,$60-80K,Unemployed,College,English,Prefer Not to Say,No,Other,20,Married,4,Social Housing,No,2026-05-06
CLT-000694,45-54,Male,K7Q,Southwestern,4,$60-80K,Retired,Bachelor,English,Prefer Not to Say,Yes,Other,41,Married,0,Shelter,No,2026-03-11
CLT-000695,65+,Non-Binary,M5Q,Eastern,3,$40-60K,Self-Employed,Less than HS,English,No,Yes,Refugee,10,Divorced,5,Other,No,2026-03-04
CLT-000696,65+,Female,P2S,GTA,1,>$100K,Retired,High School,French,Yes,No,Citizen,5,Married,0,Rent,No,2026-01-08
CLT-000697,45-54,Female,N8A,Ottawa,5,$80-100K,Employed FT,College,English,Yes,No,Citizen,25,Common-Law,0,Own,Limited,2026-05-01
CLT-000698,65+,Non-Binary,N1X,Ottawa,4,<$20K,Self-Employed,Bachelor,Bilingual,Prefer Not to Say,No,Refugee,36,Divorced,4,Other,No,2026-02-19
CLT-000699,65+,Male,K4B,Hamilton,6,>$100K,Retired,Less than HS,Bilingual,Prefer Not to Say,No,Other,43,Single,1,Other,Limited,2026-05-14
CLT-000700,18-24,Male,M1Y,Southwestern,7,$40-60K,Self-Employed,Bachelor,Other,Prefer Not to Say,No,Refugee,28,Divorced,0,Other,No,2026-02-03
CLT-000701,35-44,Prefer Not to Say,T0D,Hamilton,1,$80-100K,Employed PT,Less than HS,Other,No,No,Work Permit,4,Divorced,3,Own,Yes,2026-02-09
CLT-000702,65+,Female,P0I,Central,2,$40-60K,Student,Master,French,No,No,PR,20,Married,5,Rent,Yes,2026-06-08
CLT-000703,35-44,Female,P4Q,Waterloo,5,$60-80K,On Leave,High School,Bilingual,Prefer Not to Say,No,PR,29,Married,4,Other,Yes,2026-02-25
CLT-000704,65+,Non-Binary,T7V,GTA,2,>$100K,Unemployed,Less than HS,French,Prefer Not to Say,No,Refugee,12,Widowed,4,Social Housing,No,2026-03-15
CLT-000705,55-64,Non-Binary,L2V,Hamilton,2,$80-100K,Retired,High School,Bilingual,Prefer Not to Say,No,Work Permit,8,Married,4,Own,Limited,2026-07-07
CLT-000706,55-64,Prefer Not to Say,T7M,Northern,7,$20-40K,Student,High School,Bilingual,Yes,Yes,Work Permit,0,Divorced,5,Rent,Yes,2026-01-27
CLT-000707,45-54,Prefer Not to Say,K3I,GTA,1,$40-60K,Self-Employed,High School,English,No,No,PR,16,Common-Law,1,Shelter,Yes,2026-04-13
CLT-000708,25-34,Prefer Not to Say,K3G,Central,4,<$20K,Unemployed,College,Bilingual,No,No,Citizen,47,Common-Law,1,Social Housing,No,2026-02-07
CLT-000709,18-24,Male,M7K,Southwestern,5,$40-60K,Unemployed,Master,Bilingual,No,No,PR,48,Single,5,Other,Limited,2026-07-03
CLT-000710,35-44,Female,T4M,Eastern,5,<$20K,Unemployed,Less than HS,French,Prefer Not to Say,Yes,Citizen,26,Common-Law,3,Other,Yes,2026-03-06
CLT-000711,65+,Prefer Not to Say,L2S,Waterloo,5,$60-80K,Employed PT,College,Other,Prefer Not to Say,Yes,Work Permit,13,Widowed,4,Other,No,2026-04-06
CLT-000712,65+,Male,L3A,GTA,4,$40-60K,On Leave,Less than HS,Bilingual,No,Yes,Other,14,Common-Law,3,Other,Yes,2026-06-25
CLT-000713,25-34,Male,L7R,Northern,3,$40-60K,Self-Employed,High School,English,Yes,Yes,PR,16,Divorced,2,Rent,Limited,2026-05-03
CLT-000714,55-64,Prefer Not to Say,K4G,GTA,7,>$100K,Employed FT,College,Other,Yes,No,Refugee,47,Widowed,3,Own,Limited,2026-01-07
CLT-000715,45-54,Prefer Not to Say,K7J,Waterloo,1,$20-40K,On Leave,Less than HS,Other,Prefer Not to Say,Yes,Refugee,21,Single,3,Own,No,2026-04-23
CLT-000716,18-24,Non-Binary,P0D,Ottawa,2,$40-60K,Employed FT,High School,French,Yes,No,Citizen,0,Common-Law,0,Rent,No,2026-02-12
CLT-000717,55-64,Prefer Not to Say,P3U,Northern,1,$20-40K,Employed FT,Master,Other,Yes,No,Other,35,Common-Law,1,Social Housing,Yes,2026-04-29
CLT-000718,55-64,Prefer Not to Say,N9T,Hamilton,5,$40-60K,Employed PT,Less than HS,English,Prefer Not to Say,Yes,Work Permit,5,Common-Law,2,Rent,No,2026-04-11
CLT-000719,18-24,Prefer Not to Say,K7F,Eastern,6,$80-100K,Student,Less than HS,Bilingual,Prefer Not to Say,No,PR,33,Common-Law,5,Other,Limited,2026-06-03
CLT-000720,35-44,Prefer Not to Say,L7W,Niagara,2,$60-80K,Self-Employed,Master,French,Prefer Not to Say,Yes,Citizen,21,Common-Law,3,Shelter,Limited,2026-05-01
CLT-000721,65+,Female,N7N,GTA,4,$40-60K,Self-Employed,Doctorate,English,Yes,No,Other,13,Widowed,2,Other,Yes,2026-03-23
CLT-000722,18-24,Non-Binary,K9B,Eastern,3,$60-80K,Self-Employed,Less than HS,French,Prefer Not to Say,No,Other,40,Divorced,4,Shelter,No,2026-07-03
CLT-000723,18-24,Prefer Not to Say,K5J,Hamilton,4,<$20K,Student,College,English,Yes,Yes,Citizen,5,Widowed,2,Rent,No,2026-02-12
CLT-000724,65+,Female,N4U,Southwestern,1,$80-100K,Employed FT,High School,Bilingual,No,No,Citizen,32,Common-Law,4,Rent,No,2026-04-14
CLT-000725,35-44,Female,L2Z,Southwestern,6,$20-40K,Student,Bachelor,Bilingual,Yes,No,Refugee,43,Common-Law,2,Shelter,Yes,2026-05-05
CLT-000726,35-44,Non-Binary,T2K,Ottawa,2,$20-40K,Unemployed,Doctorate,Bilingual,No,No,Other,40,Single,0,Shelter,No,2026-07-17
CLT-000727,25-34,Female,N9Y,Northern,5,$40-60K,Retired,Doctorate,Other,No,Yes,PR,50,Widowed,3,Shelter,No,2026-06-23
CLT-000728,55-64,Male,K0H,Durham,3,$40-60K,Employed FT,Bachelor,English,Yes,No,Citizen,21,Widowed,5,Own,Yes,2026-03-14
CLT-000729,25-34,Prefer Not to Say,P5P,Central,2,>$100K,Retired,College,English,Prefer Not to Say,Yes,Other,30,Divorced,5,Rent,No,2026-02-11
CLT-000730,55-64,Non-Binary,N1J,Northern,6,$60-80K,Self-Employed,High School,English,No,Yes,Other,22,Married,0,Shelter,Yes,2026-02-22
CLT-000731,35-44,Prefer Not to Say,M1Q,Waterloo,4,$80-100K,Student,High School,Other,Yes,Yes,Refugee,22,Widowed,1,Rent,Limited,2026-05-10
CLT-000732,18-24,Non-Binary,M9C,Hamilton,1,$60-80K,Employed FT,High School,French,Prefer Not to Say,Yes,Citizen,32,Common-Law,2,Social Housing,Yes,2026-05-16
CLT-000733,65+,Non-Binary,K6U,Niagara,1,>$100K,Employed PT,Doctorate,English,Prefer Not to Say,Yes,Citizen,14,Divorced,4,Other,Yes,2026-07-07
CLT-000734,25-34,Male,M9H,Niagara,4,>$100K,Self-Employed,Bachelor,Other,No,No,Refugee,15,Divorced,2,Shelter,No,2026-03-21
CLT-000735,35-44,Non-Binary,L5T,GTA,2,$40-60K,Retired,Less than HS,Bilingual,Prefer Not to Say,No,PR,22,Single,0,Own,Yes,2026-04-08
CLT-000736,55-64,Female,P5L,Eastern,2,<$20K,Retired,Master,French,Yes,Yes,PR,41,Single,1,Social Housing,Limited,2026-07-10
CLT-000737,18-24,Non-Binary,T8K,Central,6,<$20K,Student,Less than HS,French,No,No,Citizen,27,Married,3,Own,No,2026-04-23
CLT-000738,35-44,Male,L1X,Southwestern,3,$80-100K,Student,Bachelor,French,Yes,No,Work Permit,35,Married,5,Social Housing,Limited,2026-02-04
CLT-000739,45-54,Prefer Not to Say,K0F,Waterloo,3,<$20K,Student,Master,Bilingual,No,Yes,Work Permit,10,Single,1,Rent,Limited,2026-07-24
CLT-000740,35-44,Female,N7Y,Ottawa,2,$40-60K,Retired,High School,Bilingual,Prefer Not to Say,Yes,Other,42,Widowed,2,Other,No,2026-01-22
CLT-000741,45-54,Non-Binary,P9C,Waterloo,3,$40-60K,On Leave,Bachelor,Bilingual,No,No,Work Permit,49,Common-Law,1,Rent,Limited,2026-01-02
CLT-000742,18-24,Non-Binary,M5F,Southwestern,7,$20-40K,On Leave,Doctorate,Other,No,No,Work Permit,16,Divorced,0,Own,Limited,2026-05-31
CLT-000743,45-54,Prefer Not to Say,P5Y,GTA,1,>$100K,Unemployed,Bachelor,Other,Yes,Yes,Refugee,31,Married,5,Social Housing,Yes,2026-07-10
CLT-000744,25-34,Male,M4V,Ottawa,4,$60-80K,Self-Employed,Less than HS,Other,Yes,No,Refugee,2,Married,0,Shelter,Yes,2026-02-26
CLT-000745,65+,Non-Binary,M7S,Waterloo,2,>$100K,Self-Employed,Less than HS,Other,No,No,Refugee,20,Married,3,Social Housing,No,2026-06-15
CLT-000746,25-34,Female,K8Y,Niagara,4,>$100K,Retired,College,English,No,Yes,Refugee,25,Widowed,4,Own,No,2026-04-02
CLT-000747,65+,Prefer Not to Say,M5L,Niagara,6,$60-80K,Employed FT,Bachelor,Other,Prefer Not to Say,No,Citizen,36,Married,3,Rent,No,2026-03-06
CLT-000748,45-54,Male,L9L,Central,1,>$100K,Student,Less than HS,English,Yes,Yes,Other,21,Divorced,1,Rent,Yes,2026-03-08
CLT-000749,35-44,Male,P2L,Niagara,5,$60-80K,Employed FT,Master,French,Yes,Yes,Refugee,36,Divorced,5,Social Housing,Limited,2026-07-14
CLT-000750,65+,Prefer Not to Say,P7R,Southwestern,5,$60-80K,Retired,Master,Other,Prefer Not to Say,Yes,Citizen,36,Divorced,1,Own,No,2026-02-11
CLT-000751,45-54,Male,L3M,Waterloo,7,$20-40K,Employed PT,College,English,No,No,PR,15,Single,0,Rent,No,2026-03-14
CLT-000752,45-54,Male,M7M,Eastern,1,$80-100K,Employed FT,Master,Other,Yes,No,Citizen,33,Common-Law,5,Social Housing,Yes,2026-07-27
CLT-000753,45-54,Male,N2F,Eastern,1,$60-80K,Employed PT,College,Other,No,Yes,Work Permit,31,Divorced,2,Shelter,Limited,2026-07-07
CLT-000754,35-44,Female,P8J,Ottawa,1,$40-60K,Employed FT,Doctorate,English,Yes,Yes,Refugee,13,Single,1,Rent,No,2026-07-16
CLT-000755,55-64,Female,T7J,Niagara,2,>$100K,On Leave,College,French,Prefer Not to Say,Yes,Work Permit,26,Single,0,Other,Limited,2026-06-26
CLT-000756,25-34,Male,K8A,Niagara,7,>$100K,Self-Employed,Doctorate,Bilingual,Prefer Not to Say,No,PR,42,Single,4,Social Housing,Yes,2026-06-16
CLT-000757,65+,Male,T1D,Northern,5,<$20K,Student,Bachelor,English,Yes,No,Refugee,24,Divorced,1,Shelter,Limited,2026-07-04
CLT-000758,55-64,Non-Binary,N2Q,Ottawa,6,$20-40K,Employed PT,Bachelor,Bilingual,Prefer Not to Say,No,Work Permit,0,Married,1,Shelter,Limited,2026-01-13
CLT-000759,65+,Female,T9I,GTA,7,$20-40K,Student,College,French,No,Yes,Citizen,42,Married,1,Social Housing,Limited,2026-03-29
CLT-000760,25-34,Prefer Not to Say,T5N,Hamilton,7,<$20K,Retired,Doctorate,Bilingual,Yes,Yes,Citizen,23,Divorced,4,Shelter,Limited,2026-01-16
CLT-000761,45-54,Male,K6K,Northern,3,$80-100K,Unemployed,Master,English,Prefer Not to Say,No,PR,46,Widowed,4,Rent,Limited,2026-05-09
CLT-000762,25-34,Male,T1K,Ottawa,3,$80-100K,Student,Bachelor,Other,No,No,Other,5,Married,3,Own,No,2026-04-01
CLT-000763,45-54,Prefer Not to Say,L2Q,Northern,2,>$100K,On Leave,Bachelor,English,Prefer Not to Say,No,Work Permit,45,Widowed,5,Own,Yes,2026-05-25
CLT-000764,35-44,Non-Binary,P4G,Southwestern,6,$40-60K,Student,Bachelor,Other,No,Yes,PR,34,Widowed,3,Social Housing,Limited,2026-03-29
CLT-000765,18-24,Male,T9C,Central,5,$40-60K,Self-Employed,Bachelor,Other,Prefer Not to Say,Yes,PR,13,Widowed,5,Social Housing,Limited,2026-07-13
CLT-000766,25-34,Prefer Not to Say,M1S,Southwestern,1,$20-40K,Self-Employed,Bachelor,English,No,No,Citizen,35,Common-Law,5,Rent,No,2026-01-09
CLT-000767,65+,Prefer Not to Say,P0O,Northern,1,>$100K,Employed PT,Less than HS,French,Prefer Not to Say,Yes,Other,35,Single,0,Rent,Yes,2026-07-14
CLT-000768,55-64,Prefer Not to Say,N7N,Eastern,4,$20-40K,Employed FT,High School,Other,Yes,No,Work Permit,32,Married,3,Social Housing,No,2026-05-04
CLT-000769,18-24,Prefer Not to Say,T1S,GTA,3,$60-80K,Self-Employed,College,Other,No,Yes,Other,26,Divorced,3,Own,No,2026-03-08
CLT-000770,45-54,Prefer Not to Say,K9H,Ottawa,4,$40-60K,Self-Employed,Master,English,Prefer Not to Say,No,Work Permit,27,Widowed,5,Other,No,2026-07-11
CLT-000771,25-34,Male,L8Q,Niagara,5,<$20K,Employed FT,High School,Bilingual,Yes,Yes,PR,37,Married,3,Shelter,Yes,2026-03-22
CLT-000772,35-44,Prefer Not to Say,P0V,GTA,5,$40-60K,Retired,Less than HS,Bilingual,Yes,Yes,Work Permit,24,Single,2,Other,No,2026-07-16
CLT-000773,65+,Male,M0C,Waterloo,6,<$20K,Employed FT,Bachelor,French,Prefer Not to Say,No,Work Permit,25,Divorced,5,Rent,Limited,2026-03-21
CLT-000774,65+,Prefer Not to Say,L3M,Waterloo,2,$80-100K,Self-Employed,Less than HS,Bilingual,Yes,Yes,Citizen,36,Widowed,2,Other,No,2026-05-08
CLT-000775,18-24,Female,K1G,GTA,3,$40-60K,Employed PT,Doctorate,Bilingual,Prefer Not to Say,Yes,Work Permit,40,Single,0,Own,Limited,2026-06-17
CLT-000776,18-24,Female,L9J,GTA,5,$40-60K,Employed PT,Doctorate,Bilingual,Yes,Yes,Work Permit,36,Divorced,4,Other,Limited,2026-07-30
CLT-000777,55-64,Male,T3Y,Northern,2,$80-100K,Retired,Doctorate,Other,Prefer Not to Say,No,Refugee,24,Divorced,0,Shelter,Yes,2026-07-06
CLT-000778,55-64,Non-Binary,M3Y,Southwestern,1,>$100K,Employed PT,Master,Other,Prefer Not to Say,Yes,Other,29,Common-Law,2,Rent,Yes,2026-05-16
CLT-000779,18-24,Female,N3F,Waterloo,6,$20-40K,Self-Employed,Master,Other,Prefer Not to Say,Yes,PR,24,Divorced,1,Other,Yes,2026-01-02
CLT-000780,45-54,Male,L4R,Ottawa,5,$40-60K,Employed FT,High School,French,Yes,Yes,Refugee,32,Divorced,0,Social Housing,No,2026-08-01
CLT-000781,45-54,Prefer Not to Say,N7C,Waterloo,2,>$100K,On Leave,Doctorate,French,Yes,Yes,Citizen,9,Widowed,3,Social Housing,No,2026-03-11
CLT-000782,18-24,Non-Binary,P9Y,Northern,2,>$100K,On Leave,Less than HS,French,No,Yes,Refugee,28,Divorced,4,Shelter,Yes,2026-06-02
CLT-000783,65+,Female,L9P,Northern,4,$40-60K,Unemployed,Bachelor,English,Yes,No,Work Permit,36,Divorced,3,Social Housing,Limited,2026-04-04
CLT-000784,18-24,Non-Binary,L3O,Central,7,$20-40K,Unemployed,Bachelor,Bilingual,No,Yes,Work Permit,8,Divorced,5,Other,Limited,2026-01-13
CLT-000785,65+,Male,P5D,Ottawa,7,<$20K,Unemployed,Doctorate,Other,No,Yes,PR,34,Common-Law,0,Social Housing,No,2026-04-20
CLT-000786,35-44,Prefer Not to Say,N0U,Central,1,>$100K,Student,Master,English,Prefer Not to Say,Yes,Other,47,Married,0,Other,Yes,2026-03-08
CLT-000787,45-54,Non-Binary,T0F,Hamilton,3,$80-100K,Student,Less than HS,French,Prefer Not to Say,No,Work Permit,24,Married,5,Rent,Yes,2026-07-19
CLT-000788,55-64,Female,K4T,Central,2,$40-60K,On Leave,College,Other,Yes,No,Citizen,20,Common-Law,5,Shelter,Limited,2026-06-13
CLT-000789,25-34,Prefer Not to Say,K8R,GTA,7,>$100K,Employed PT,High School,Bilingual,Prefer Not to Say,Yes,Refugee,5,Divorced,0,Other,Limited,2026-06-21
CLT-000790,45-54,Female,T8U,Niagara,5,$60-80K,Self-Employed,College,Other,No,Yes,PR,40,Divorced,0,Rent,Limited,2026-05-23
CLT-000791,35-44,Non-Binary,N8Y,Hamilton,7,>$100K,Employed PT,Bachelor,English,Prefer Not to Say,Yes,Citizen,50,Widowed,1,Rent,Limited,2026-05-27
CLT-000792,35-44,Male,T2W,Eastern,2,$80-100K,On Leave,Doctorate,English,No,Yes,Work Permit,15,Widowed,2,Own,Limited,2026-04-03
CLT-000793,35-44,Non-Binary,L4C,Durham,5,$20-40K,Unemployed,Master,French,Yes,No,Citizen,3,Married,2,Shelter,Yes,2026-01-08
CLT-000794,25-34,Female,P2N,Hamilton,2,$40-60K,Self-Employed,College,English,No,No,Other,48,Widowed,3,Social Housing,No,2026-01-26
CLT-000795,45-54,Prefer Not to Say,T2C,Eastern,2,>$100K,On Leave,College,English,Prefer Not to Say,No,PR,34,Divorced,4,Social Housing,No,2026-03-16
CLT-000796,65+,Female,L7M,GTA,6,>$100K,Retired,Master,French,Yes,Yes,Other,10,Common-Law,4,Shelter,Yes,2026-05-14
CLT-000797,55-64,Non-Binary,N7V,Eastern,4,$20-40K,Employed FT,Bachelor,French,Yes,Yes,Other,18,Divorced,0,Own,No,2026-02-10
CLT-000798,65+,Prefer Not to Say,K8Y,GTA,2,$20-40K,Self-Employed,Bachelor,Bilingual,Prefer Not to Say,Yes,Other,18,Divorced,2,Other,Yes,2026-06-11
CLT-000799,18-24,Prefer Not to Say,K4U,Eastern,7,>$100K,Employed FT,High School,English,Yes,Yes,Refugee,26,Married,3,Shelter,Yes,2026-07-12
CLT-000800,25-34,Non-Binary,L5J,Ottawa,3,<$20K,Retired,Doctorate,Bilingual,No,No,PR,10,Widowed,2,Own,Yes,2026-06-12
CLT-000801,18-24,Non-Binary,P6C,GTA,4,>$100K,On Leave,Bachelor,English,Prefer Not to Say,Yes,PR,24,Single,2,Shelter,Limited,2026-01-05
CLT-000802,65+,Male,N4T,Central,2,$80-100K,On Leave,Doctorate,English,Prefer Not to Say,No,PR,19,Common-Law,0,Own,No,2026-04-10
CLT-000803,65+,Prefer Not to Say,P8J,Central,4,$20-40K,On Leave,High School,English,No,No,Citizen,11,Common-Law,1,Rent,Limited,2026-05-27
CLT-000804,25-34,Non-Binary,L4A,Hamilton,1,<$20K,Self-Employed,Less than HS,Other,Yes,No,Citizen,10,Married,5,Own,No,2026-06-13
CLT-000805,65+,Male,N6O,Ottawa,3,$80-100K,Unemployed,High School,French,Prefer Not to Say,Yes,Citizen,31,Single,2,Shelter,Limited,2026-07-14
CLT-000806,35-44,Non-Binary,L1F,Waterloo,7,$80-100K,Self-Employed,High School,Bilingual,Prefer Not to Say,Yes,PR,0,Married,4,Other,Yes,2026-04-02
CLT-000807,65+,Female,M8S,Central,2,<$20K,On Leave,Bachelor,Other,Prefer Not to Say,Yes,Citizen,10,Divorced,4,Shelter,Yes,2026-03-27
CLT-000808,18-24,Non-Binary,M7X,Eastern,6,$20-40K,Unemployed,Doctorate,English,Yes,No,PR,3,Married,5,Rent,No,2026-01-12
CLT-000809,65+,Female,N4T,Niagara,7,$20-40K,On Leave,High School,French,Prefer Not to Say,No,Work Permit,3,Married,3,Shelter,No,2026-03-07
CLT-000810,25-34,Non-Binary,K8Y,Central,6,$80-100K,Employed FT,High School,French,Yes,No,Work Permit,6,Common-Law,4,Shelter,Limited,2026-03-04
CLT-000811,25-34,Male,P5Z,GTA,3,<$20K,On Leave,College,Other,Prefer Not to Say,Yes,Work Permit,37,Single,2,Own,Limited,2026-02-02
CLT-000812,25-34,Prefer Not to Say,N2D,GTA,5,<$20K,Student,College,Bilingual,No,No,Other,44,Married,4,Own,Limited,2026-01-19
CLT-000813,45-54,Male,N4W,GTA,1,$20-40K,Self-Employed,College,Bilingual,No,No,Other,25,Common-Law,5,Shelter,Yes,2026-05-03
CLT-000814,35-44,Non-Binary,P6M,Niagara,1,$60-80K,Employed PT,High School,Other,No,Yes,Work Permit,50,Divorced,2,Own,Yes,2026-01-02
CLT-000815,55-64,Male,P0G,Niagara,5,$80-100K,Employed PT,Master,French,No,Yes,Other,43,Widowed,5,Social Housing,Yes,2026-03-20
CLT-000816,25-34,Female,L1M,GTA,2,$60-80K,Retired,Doctorate,Bilingual,No,No,Work Permit,8,Divorced,3,Other,No,2026-05-24
CLT-000817,18-24,Female,T1N,Eastern,4,$60-80K,Retired,Less than HS,Other,No,Yes,Work Permit,41,Widowed,0,Rent,No,2026-03-04
CLT-000818,45-54,Prefer Not to Say,L2T,Durham,2,$80-100K,Employed PT,Less than HS,French,Prefer Not to Say,No,PR,38,Common-Law,1,Shelter,Yes,2026-05-14
CLT-000819,65+,Non-Binary,K2T,Durham,7,$60-80K,Employed PT,College,English,Yes,Yes,Work Permit,39,Widowed,3,Social Housing,No,2026-03-26
CLT-000820,35-44,Prefer Not to Say,K7O,GTA,3,$80-100K,Retired,Less than HS,Other,No,Yes,Other,19,Common-Law,3,Social Housing,Limited,2026-05-03
CLT-000821,45-54,Female,P6D,GTA,6,$20-40K,On Leave,Doctorate,Bilingual,Yes,No,Refugee,13,Divorced,4,Other,Yes,2026-01-14
CLT-000822,55-64,Male,L1W,Hamilton,3,$60-80K,Retired,Doctorate,Bilingual,Yes,Yes,Refugee,45,Married,0,Other,Limited,2026-07-23
CLT-000823,55-64,Prefer Not to Say,T7Z,Ottawa,6,>$100K,Student,Master,English,No,No,Other,29,Married,1,Shelter,Yes,2026-03-20
CLT-000824,18-24,Male,M4R,Central,4,$80-100K,Self-Employed,Bachelor,Other,Yes,Yes,Refugee,20,Divorced,5,Rent,Limited,2026-08-01
CLT-000825,18-24,Female,P1F,Hamilton,7,$80-100K,Retired,Doctorate,Bilingual,Prefer Not to Say,Yes,Work Permit,36,Widowed,0,Other,No,2026-01-07
CLT-000826,65+,Non-Binary,M5V,Durham,7,$40-60K,Unemployed,High School,Other,Prefer Not to Say,Yes,Citizen,45,Common-Law,1,Shelter,No,2026-02-22
CLT-000827,18-24,Non-Binary,L9M,Hamilton,1,$60-80K,On Leave,Less than HS,Other,Prefer Not to Say,No,Work Permit,35,Single,2,Social Housing,Yes,2026-01-02
CLT-000828,18-24,Non-Binary,M7L,Niagara,1,$20-40K,Employed PT,Less than HS,English,Prefer Not to Say,No,Work Permit,49,Single,3,Other,No,2026-02-10
CLT-000829,55-64,Prefer Not to Say,P2F,Durham,5,>$100K,Unemployed,Doctorate,Bilingual,Yes,No,PR,47,Common-Law,2,Other,Limited,2026-05-05
CLT-000830,55-64,Female,L1Z,Waterloo,4,>$100K,Employed PT,Bachelor,Other,Prefer Not to Say,No,Work Permit,28,Common-Law,4,Shelter,Limited,2026-06-29
CLT-000831,65+,Female,T7C,GTA,7,>$100K,Unemployed,High School,French,No,Yes,Refugee,44,Divorced,3,Own,Limited,2026-03-24
CLT-000832,25-34,Prefer Not to Say,M1P,Southwestern,2,>$100K,Employed FT,College,English,Yes,No,Refugee,50,Single,0,Social Housing,Yes,2026-02-21
