PARTICIPANT_ID,AGE,GENDER,REGION,EDUCATION_LEVEL,PRIOR_EMPLOYMENT_MONTHS,TRAINING_PROGRAM,TRAINING_HOURS,CERTIFICATION_EARNED,EMPLOYMENT_OUTCOME,SALARY_POST_TRAINING,INDUSTRY_PLACED,TIME_TO_EMPLOYMENT_DAYS,RETENTION_6_MONTH,SKILL_MATCH_SCORE,FEATURE_IMPORTANCE_RANK,IS_TRAINING_SUITABLE,UPDATE_FREQUENCY,LAST_UPDATED
PRT-000733,57,M,Southwestern,Master,201,Healthcare Aide,225,No,Employed FT,114635,Technology,26,No,0.44,2,Yes,Weekly,2026-01-05
PRT-000734,31,M,Northern,Master,218,IT Security,524,Yes,Self-Employed,107606,Manufacturing,178,Yes,0.92,9,Yes,Monthly,2026-04-24
PRT-000735,41,M,Hamilton,Master,125,Advanced Manufacturing,375,Yes,Employed FT,82526,Finance,21,No,0.36,10,Yes,Weekly,2026-05-03
PRT-000736,31,X,Northern,Bachelor,176,Skilled Trades,139,Yes,Employed FT,57531,Finance,164,Yes,0.52,7,Yes,Weekly,2026-01-04
PRT-000737,23,X,Ottawa,High School,235,Green Energy,680,Yes,Employed FT,36574,Finance,16,No,0.71,9,Yes,Monthly,2026-01-02
PRT-000738,48,X,Durham,Master,223,Skilled Trades,172,Yes,Further Training,86798,Retail,160,Yes,1.0,2,Yes,Monthly,2026-07-16
PRT-000739,61,X,Northern,Less than HS,164,Skilled Trades,222,No,Unemployed,79567,Healthcare,60,No,0.37,1,No,Monthly,2026-04-28
PRT-000740,62,X,Central,College,34,Digital Skills,511,No,Employed PT,105664,Manufacturing,37,No,0.66,14,Yes,Weekly,2026-05-03
PRT-000741,58,F,GTA,Bachelor,76,Healthcare Aide,482,No,Further Training,45648,Construction,110,No,0.99,1,No,Weekly,2026-01-08
PRT-000742,52,F,Northern,High School,130,Advanced Manufacturing,659,Yes,Further Training,70687,Manufacturing,169,Yes,0.62,10,Yes,Monthly,2026-05-27
PRT-000743,24,X,Central,High School,82,Green Energy,107,No,Self-Employed,70375,Finance,14,Yes,0.87,5,Yes,Monthly,2026-04-05
PRT-000744,47,M,Durham,College,187,IT Security,394,No,Employed FT,91898,Finance,70,No,0.76,18,Yes,Weekly,2026-02-03
PRT-000745,49,F,Northern,Less than HS,200,Data Analytics,688,No,Unemployed,105543,Manufacturing,107,No,0.62,14,Yes,Monthly,2026-04-16
PRT-000746,39,X,Southwestern,Less than HS,129,Green Energy,799,Yes,Unemployed,34784,Retail,24,Yes,0.43,15,No,Weekly,2026-01-12
PRT-000747,21,F,Hamilton,High School,211,Digital Skills,237,No,Unemployed,95926,Retail,73,Yes,0.8,15,No,Monthly,2026-05-06
PRT-000748,40,F,GTA,Less than HS,81,Skilled Trades,380,Yes,Employed PT,77027,Construction,84,No,0.63,18,Yes,Monthly,2026-02-17
PRT-000749,21,F,Southwestern,Bachelor,217,IT Security,165,Yes,Unemployed,39731,Government,172,No,0.55,11,Yes,Weekly,2026-05-06
PRT-000750,57,X,Central,High School,206,Healthcare Aide,198,No,Further Training,34649,Retail,129,Yes,0.56,14,Yes,Weekly,2026-02-28
PRT-000751,29,M,Ottawa,High School,109,Healthcare Aide,357,Yes,Unemployed,110493,Technology,76,Yes,0.7,17,Yes,Monthly,2026-04-30
PRT-000752,24,M,Waterloo,High School,75,Advanced Manufacturing,412,Yes,Employed PT,104901,Construction,16,Yes,0.67,5,No,Monthly,2026-05-04
PRT-000753,28,X,Durham,Less than HS,26,Green Energy,585,Yes,Further Training,103559,Manufacturing,91,No,0.44,15,Yes,Monthly,2026-06-14
PRT-000754,58,X,Eastern,High School,87,IT Security,429,No,Further Training,104905,Manufacturing,48,No,0.54,9,No,Monthly,2026-06-28
PRT-000755,56,F,Southwestern,Bachelor,124,IT Security,395,No,Employed FT,99100,Manufacturing,47,No,0.95,10,Yes,Monthly,2026-03-19
PRT-000756,52,X,Central,Less than HS,40,Data Analytics,795,Yes,Self-Employed,63481,Construction,18,Yes,1.0,18,Yes,Weekly,2026-03-01
PRT-000757,24,X,Waterloo,Bachelor,25,Digital Skills,418,Yes,Employed FT,100234,Manufacturing,167,Yes,0.44,4,Yes,Monthly,2026-03-09
PRT-000758,50,X,Northern,Master,229,Digital Skills,166,Yes,Self-Employed,74544,Construction,73,No,0.76,4,No,Weekly,2026-03-10
PRT-000759,46,F,Northern,Bachelor,184,Healthcare Aide,721,No,Employed FT,102759,Technology,19,Yes,0.8,8,No,Weekly,2026-03-30
PRT-000760,44,X,Southwestern,Master,176,Digital Skills,279,No,Unemployed,91441,Manufacturing,15,Yes,0.8,10,No,Weekly,2026-03-13
PRT-000761,23,M,Ottawa,High School,213,Data Analytics,492,No,Further Training,112788,Manufacturing,53,No,0.78,15,Yes,Monthly,2026-02-02
PRT-000762,54,X,Waterloo,Bachelor,154,Green Energy,223,No,Further Training,55842,Government,92,Yes,0.97,10,Yes,Monthly,2026-07-24
PRT-000763,48,M,Niagara,Bachelor,198,Data Analytics,156,Yes,Unemployed,65607,Finance,106,Yes,0.56,14,Yes,Monthly,2026-05-06
PRT-000764,35,X,GTA,Less than HS,194,Green Energy,207,No,Unemployed,100157,Government,177,No,0.55,13,Yes,Weekly,2026-02-25
PRT-000765,54,F,Eastern,Less than HS,25,Green Energy,196,Yes,Self-Employed,69290,Retail,113,No,0.32,17,Yes,Monthly,2026-01-11
PRT-000766,35,X,Eastern,Less than HS,76,Digital Skills,423,Yes,Further Training,96162,Technology,80,No,0.95,17,No,Weekly,2026-07-19
PRT-000767,25,M,Hamilton,Bachelor,111,Skilled Trades,262,Yes,Employed FT,80346,Technology,24,No,0.52,4,Yes,Monthly,2026-04-10
PRT-000768,23,F,Northern,High School,25,Advanced Manufacturing,428,Yes,Employed FT,44080,Finance,150,Yes,0.76,14,No,Monthly,2026-07-24
PRT-000769,47,F,Eastern,Master,200,IT Security,479,Yes,Employed FT,40351,Finance,51,Yes,0.42,3,Yes,Weekly,2026-06-19
PRT-000770,33,F,Central,Bachelor,21,Data Analytics,424,Yes,Employed PT,44470,Government,52,Yes,0.59,18,Yes,Weekly,2026-05-25
PRT-000771,64,X,Southwestern,Master,74,Advanced Manufacturing,638,No,Unemployed,45228,Healthcare,138,Yes,0.49,18,Yes,Weekly,2026-04-25
PRT-000772,23,M,Waterloo,College,139,Green Energy,474,Yes,Self-Employed,35597,Technology,170,No,0.62,14,Yes,Monthly,2026-05-10
PRT-000773,51,M,Northern,College,50,Advanced Manufacturing,644,Yes,Unemployed,98594,Government,87,Yes,0.5,15,Yes,Monthly,2026-04-14
PRT-000774,33,M,Northern,Master,138,Healthcare Aide,592,Yes,Further Training,114240,Finance,166,No,0.53,15,Yes,Weekly,2026-04-17
PRT-000775,26,F,Durham,Less than HS,7,Digital Skills,443,No,Unemployed,114543,Finance,104,No,0.83,9,Yes,Monthly,2026-02-16
PRT-000776,54,X,Central,Bachelor,169,Digital Skills,165,No,Employed PT,87794,Finance,49,Yes,0.85,16,Yes,Monthly,2026-07-18
PRT-000777,29,X,Southwestern,High School,13,Healthcare Aide,49,No,Employed PT,110571,Finance,122,No,0.35,12,No,Weekly,2026-03-28
PRT-000778,61,F,Northern,High School,78,Skilled Trades,797,No,Further Training,53829,Government,135,Yes,0.58,1,Yes,Weekly,2026-06-10
PRT-000779,45,F,GTA,Less than HS,95,Skilled Trades,701,Yes,Further Training,109198,Technology,38,No,0.38,18,Yes,Weekly,2026-01-09
PRT-000780,57,F,Niagara,High School,62,Data Analytics,135,Yes,Employed FT,95148,Construction,98,Yes,0.78,12,No,Monthly,2026-04-01
PRT-000781,32,M,Hamilton,Bachelor,112,IT Security,666,No,Unemployed,75030,Finance,90,Yes,0.9,6,Yes,Monthly,2026-07-01
PRT-000782,64,M,Hamilton,Master,157,Skilled Trades,689,No,Self-Employed,117109,Finance,98,Yes,0.47,15,No,Monthly,2026-07-17
PRT-000783,48,F,GTA,High School,66,Digital Skills,612,No,Employed FT,106927,Healthcare,144,Yes,0.88,14,Yes,Weekly,2026-04-05
PRT-000784,31,M,Niagara,College,121,Data Analytics,747,No,Self-Employed,108626,Technology,110,No,0.52,9,Yes,Monthly,2026-02-17
PRT-000785,32,F,Eastern,High School,31,Green Energy,748,No,Self-Employed,50129,Finance,164,No,0.53,12,Yes,Monthly,2026-05-14
PRT-000786,49,F,Durham,Bachelor,140,Digital Skills,258,No,Self-Employed,38036,Retail,71,No,0.74,16,Yes,Weekly,2026-04-08
PRT-000787,46,F,Niagara,Master,145,IT Security,442,Yes,Employed PT,106785,Construction,159,No,0.96,1,No,Weekly,2026-07-08
PRT-000788,45,M,Ottawa,College,123,Skilled Trades,278,Yes,Unemployed,96750,Technology,38,Yes,0.83,9,Yes,Weekly,2026-01-20
PRT-000789,41,M,Northern,Less than HS,171,Digital Skills,457,No,Further Training,42218,Healthcare,71,No,0.77,16,Yes,Monthly,2026-01-13
PRT-000790,44,F,GTA,Bachelor,70,Data Analytics,145,No,Self-Employed,75540,Construction,127,No,0.89,11,Yes,Weekly,2026-01-17
PRT-000791,46,X,Ottawa,Less than HS,203,Digital Skills,195,Yes,Self-Employed,48951,Construction,171,Yes,0.45,2,Yes,Monthly,2026-06-19
PRT-000792,41,F,Waterloo,High School,117,Green Energy,312,Yes,Employed FT,86193,Healthcare,75,Yes,0.52,12,No,Monthly,2026-01-19
PRT-000793,19,F,Central,High School,194,Healthcare Aide,45,No,Unemployed,86010,Technology,165,Yes,0.56,15,Yes,Weekly,2026-02-20
PRT-000794,58,M,Eastern,Bachelor,178,Healthcare Aide,215,No,Unemployed,78756,Finance,153,Yes,0.86,7,Yes,Monthly,2026-05-16
PRT-000795,21,F,GTA,College,164,Advanced Manufacturing,280,No,Employed PT,55408,Finance,81,No,0.61,18,Yes,Weekly,2026-02-23
PRT-000796,25,F,Central,College,211,Skilled Trades,674,Yes,Further Training,106573,Healthcare,31,No,0.32,11,Yes,Monthly,2026-02-24
PRT-000797,37,F,GTA,Bachelor,224,Healthcare Aide,376,Yes,Employed PT,63902,Construction,149,No,0.43,11,No,Weekly,2026-04-12
PRT-000798,50,F,GTA,Master,75,Advanced Manufacturing,287,No,Employed FT,110452,Finance,107,No,0.82,7,Yes,Monthly,2026-07-04
PRT-000799,40,X,Hamilton,High School,170,Healthcare Aide,553,No,Unemployed,88585,Construction,12,No,0.46,18,No,Monthly,2026-02-08
PRT-000800,39,X,Southwestern,College,171,Healthcare Aide,761,No,Further Training,118625,Construction,9,Yes,0.56,14,No,Weekly,2026-05-08
PRT-000801,23,F,Eastern,High School,168,Green Energy,533,No,Further Training,66234,Manufacturing,83,Yes,0.43,9,Yes,Weekly,2026-04-01
PRT-000802,47,F,Southwestern,College,63,Advanced Manufacturing,760,No,Further Training,98327,Finance,108,No,0.94,17,Yes,Weekly,2026-06-01
PRT-000803,21,X,Ottawa,College,18,Skilled Trades,375,Yes,Further Training,74105,Manufacturing,162,Yes,0.94,3,No,Weekly,2026-03-25
PRT-000804,44,M,Waterloo,College,87,Green Energy,665,No,Employed FT,37159,Finance,123,Yes,0.56,1,Yes,Monthly,2026-07-28
PRT-000805,52,F,Eastern,Master,23,Green Energy,139,Yes,Further Training,88400,Government,152,Yes,0.35,11,No,Monthly,2026-03-28
PRT-000806,54,X,Durham,Less than HS,216,Digital Skills,613,No,Unemployed,99696,Finance,124,No,0.31,17,Yes,Weekly,2026-05-22
PRT-000807,62,X,Niagara,High School,121,Healthcare Aide,452,No,Employed FT,79457,Retail,27,No,0.41,10,Yes,Monthly,2026-03-05
PRT-000808,43,X,GTA,Bachelor,138,Skilled Trades,548,Yes,Unemployed,97633,Government,62,No,0.55,6,Yes,Monthly,2026-05-24
PRT-000809,35,M,Niagara,College,25,Green Energy,635,Yes,Employed FT,93836,Healthcare,132,Yes,0.56,5,Yes,Weekly,2026-06-15
PRT-000810,55,F,Eastern,College,26,Advanced Manufacturing,527,Yes,Employed FT,39402,Government,113,No,0.55,14,No,Weekly,2026-03-15
PRT-000811,19,M,GTA,Bachelor,193,Advanced Manufacturing,781,Yes,Self-Employed,49670,Technology,145,Yes,0.9,11,No,Monthly,2026-01-09
PRT-000812,18,X,Hamilton,Master,84,Digital Skills,85,No,Employed PT,82730,Government,113,Yes,0.39,5,No,Weekly,2026-01-08
PRT-000813,53,F,Durham,Master,131,Digital Skills,65,No,Self-Employed,83658,Government,172,Yes,0.9,8,Yes,Monthly,2026-03-09
PRT-000814,34,X,Waterloo,Master,8,Advanced Manufacturing,324,Yes,Employed PT,72279,Manufacturing,104,Yes,0.77,7,Yes,Monthly,2026-07-14
PRT-000815,30,M,Durham,Bachelor,102,Green Energy,192,Yes,Self-Employed,114441,Construction,77,Yes,0.86,10,Yes,Monthly,2026-02-10
PRT-000816,42,F,Waterloo,Bachelor,45,Healthcare Aide,666,No,Employed PT,108372,Manufacturing,91,No,0.6,15,No,Monthly,2026-03-03
PRT-000817,47,X,Central,Less than HS,16,Data Analytics,642,No,Self-Employed,102520,Retail,110,Yes,0.41,2,Yes,Weekly,2026-07-31
PRT-000818,60,X,Hamilton,College,147,Green Energy,113,Yes,Unemployed,101002,Manufacturing,90,Yes,0.31,3,Yes,Monthly,2026-08-01
PRT-000819,31,F,Eastern,College,98,Digital Skills,81,No,Self-Employed,41550,Healthcare,127,No,0.32,10,No,Monthly,2026-02-09
PRT-000820,62,M,Durham,Bachelor,33,IT Security,353,Yes,Unemployed,44013,Healthcare,23,Yes,0.38,6,Yes,Monthly,2026-03-18
PRT-000821,48,F,Southwestern,High School,169,IT Security,787,No,Employed PT,36953,Finance,170,No,0.46,1,Yes,Monthly,2026-04-10
PRT-000822,40,F,Niagara,Master,73,Skilled Trades,47,No,Further Training,112699,Retail,27,No,0.56,1,Yes,Weekly,2026-03-04
PRT-000823,43,X,Ottawa,Master,10,Skilled Trades,594,Yes,Employed FT,76833,Technology,173,No,0.75,7,Yes,Weekly,2026-06-09
PRT-000824,48,M,Southwestern,High School,213,Advanced Manufacturing,106,No,Unemployed,79398,Government,110,No,0.91,15,Yes,Weekly,2026-03-20
PRT-000825,34,X,Southwestern,Less than HS,179,Data Analytics,472,Yes,Unemployed,119173,Construction,145,No,0.89,12,Yes,Weekly,2026-01-10
PRT-000826,27,M,Southwestern,Bachelor,228,Green Energy,427,No,Further Training,106406,Healthcare,114,No,0.95,9,Yes,Monthly,2026-03-22
PRT-000827,62,X,Ottawa,College,48,Green Energy,191,No,Employed FT,89626,Manufacturing,83,No,0.71,2,No,Monthly,2026-01-05
PRT-000828,34,X,Durham,College,49,Digital Skills,789,Yes,Unemployed,86472,Retail,38,Yes,0.6,11,No,Weekly,2026-03-20
PRT-000829,28,X,Northern,Bachelor,101,Advanced Manufacturing,587,No,Employed PT,51043,Retail,20,Yes,0.68,3,Yes,Monthly,2026-03-21
PRT-000830,21,F,Northern,Master,87,Green Energy,363,No,Self-Employed,50354,Manufacturing,94,Yes,0.74,13,Yes,Monthly,2026-05-25
PRT-000831,19,M,Eastern,College,113,Green Energy,512,Yes,Unemployed,35643,Technology,167,Yes,0.69,3,No,Monthly,2026-01-20
PRT-000832,59,M,Waterloo,Less than HS,199,Green Energy,117,No,Further Training,31129,Healthcare,116,No,0.33,6,Yes,Weekly,2026-02-22
PRT-000833,45,M,Durham,High School,237,Advanced Manufacturing,234,No,Further Training,107265,Manufacturing,29,No,0.82,3,Yes,Monthly,2026-02-06
PRT-000834,39,F,Durham,Bachelor,128,Advanced Manufacturing,292,No,Employed FT,67081,Healthcare,107,No,0.52,16,No,Weekly,2026-02-24
PRT-000835,33,X,Hamilton,Less than HS,109,Advanced Manufacturing,786,Yes,Self-Employed,61718,Government,139,No,0.92,8,No,Weekly,2026-07-07
PRT-000836,43,X,Durham,College,167,Digital Skills,633,No,Unemployed,78285,Finance,171,No,0.54,4,Yes,Weekly,2026-04-02
PRT-000837,36,X,Waterloo,High School,99,Skilled Trades,390,No,Unemployed,72650,Manufacturing,149,No,0.46,14,Yes,Monthly,2026-05-21
PRT-000838,56,X,Waterloo,Bachelor,235,Skilled Trades,307,No,Self-Employed,73880,Finance,22,Yes,0.51,9,Yes,Monthly,2026-01-20
PRT-000839,24,M,Northern,High School,133,Data Analytics,416,No,Employed PT,74123,Retail,144,No,0.61,3,Yes,Monthly,2026-06-02
PRT-000840,49,M,Hamilton,Less than HS,154,IT Security,164,Yes,Self-Employed,92397,Construction,27,Yes,0.48,2,Yes,Weekly,2026-05-06
PRT-000841,20,M,Hamilton,High School,187,Data Analytics,242,Yes,Self-Employed,105867,Manufacturing,65,Yes,0.73,8,Yes,Monthly,2026-04-16
PRT-000842,23,F,Eastern,Bachelor,135,Advanced Manufacturing,678,No,Self-Employed,51200,Technology,118,Yes,0.82,10,Yes,Weekly,2026-04-14
PRT-000843,18,M,Northern,Master,209,Data Analytics,785,Yes,Employed PT,92948,Manufacturing,22,Yes,0.66,14,Yes,Weekly,2026-07-04
PRT-000844,18,M,Waterloo,Bachelor,152,IT Security,260,No,Unemployed,108744,Finance,77,No,0.87,13,Yes,Weekly,2026-01-11
PRT-000845,61,X,Central,High School,31,Green Energy,204,No,Employed PT,106676,Retail,150,Yes,0.83,16,Yes,Weekly,2026-03-05
PRT-000846,33,F,Northern,High School,6,Advanced Manufacturing,579,Yes,Employed PT,98101,Manufacturing,119,No,0.51,9,No,Weekly,2026-04-14
PRT-000847,39,F,Ottawa,High School,235,Green Energy,494,No,Employed PT,56433,Retail,109,No,0.98,3,Yes,Weekly,2026-07-20
PRT-000848,44,M,Southwestern,Master,152,Digital Skills,346,No,Employed PT,79871,Retail,55,No,0.77,16,Yes,Monthly,2026-01-12
PRT-000849,49,F,Eastern,Bachelor,21,Healthcare Aide,662,No,Further Training,119274,Construction,135,Yes,0.42,7,Yes,Monthly,2026-07-08
PRT-000850,23,X,Hamilton,Master,58,IT Security,491,Yes,Self-Employed,43619,Retail,108,No,0.43,3,Yes,Weekly,2026-05-05
PRT-000851,27,X,Niagara,Less than HS,225,Skilled Trades,481,No,Self-Employed,108428,Technology,75,Yes,0.8,10,No,Weekly,2026-06-23
PRT-000852,36,F,Niagara,High School,77,Skilled Trades,299,No,Employed FT,48454,Technology,62,Yes,0.67,17,No,Weekly,2026-05-14
PRT-000853,34,X,GTA,College,225,IT Security,78,Yes,Employed PT,111112,Government,93,Yes,0.82,5,Yes,Weekly,2026-04-26
PRT-000854,38,X,Central,Less than HS,95,Advanced Manufacturing,139,No,Further Training,110649,Government,133,No,0.66,15,Yes,Monthly,2026-06-17
PRT-000855,25,M,Hamilton,Bachelor,235,Advanced Manufacturing,445,No,Self-Employed,35818,Government,84,No,0.64,10,Yes,Monthly,2026-04-21
PRT-000856,36,X,Durham,Master,168,Advanced Manufacturing,368,Yes,Self-Employed,92447,Government,35,No,0.58,4,Yes,Monthly,2026-04-04
PRT-000857,55,X,Central,Bachelor,177,Healthcare Aide,438,Yes,Self-Employed,87176,Government,129,Yes,0.59,3,Yes,Weekly,2026-06-15
PRT-000858,53,F,Ottawa,Master,143,Skilled Trades,714,No,Employed FT,30699,Technology,167,Yes,0.57,5,Yes,Weekly,2026-04-04
PRT-000859,55,X,Ottawa,Master,110,Data Analytics,589,No,Employed FT,76173,Finance,28,Yes,0.38,5,No,Weekly,2026-05-20
PRT-000860,19,X,Central,Less than HS,149,Data Analytics,707,Yes,Employed FT,54385,Technology,83,Yes,0.37,12,No,Monthly,2026-01-29
PRT-000861,33,X,Niagara,Master,111,Advanced Manufacturing,312,Yes,Employed PT,56954,Technology,51,Yes,0.35,16,Yes,Monthly,2026-05-08
PRT-000862,35,X,Hamilton,Master,78,Skilled Trades,125,Yes,Employed FT,108575,Manufacturing,175,Yes,0.9,3,No,Weekly,2026-05-28
PRT-000863,46,F,Waterloo,Master,149,Digital Skills,438,Yes,Employed PT,57904,Construction,84,Yes,0.68,11,Yes,Weekly,2026-03-06
PRT-000864,44,M,Eastern,Less than HS,13,Skilled Trades,161,Yes,Employed PT,61263,Manufacturing,68,No,0.66,15,Yes,Monthly,2026-05-04
PRT-000865,28,F,Waterloo,Less than HS,136,Advanced Manufacturing,46,Yes,Employed FT,40227,Manufacturing,9,Yes,0.67,8,Yes,Monthly,2026-04-09
PRT-000866,19,M,Ottawa,College,0,Healthcare Aide,136,No,Unemployed,45834,Technology,156,Yes,0.61,17,Yes,Weekly,2026-02-11
PRT-000867,22,M,Southwestern,College,238,IT Security,774,Yes,Employed FT,63655,Government,45,Yes,0.67,17,Yes,Weekly,2026-06-24
PRT-000868,32,X,Central,College,79,Skilled Trades,502,Yes,Employed PT,84813,Healthcare,99,Yes,0.82,18,No,Monthly,2026-07-19
PRT-000869,19,F,Durham,Master,34,IT Security,462,No,Employed FT,60546,Retail,112,No,0.45,7,Yes,Monthly,2026-02-18
PRT-000870,62,X,Central,High School,189,IT Security,345,No,Unemployed,42224,Healthcare,84,Yes,0.55,10,Yes,Monthly,2026-04-07
PRT-000871,59,F,Central,High School,225,Green Energy,127,Yes,Unemployed,83028,Retail,128,Yes,0.55,7,Yes,Monthly,2026-06-22
PRT-000872,36,M,Eastern,Master,197,Skilled Trades,378,No,Employed PT,112585,Technology,156,Yes,0.86,8,Yes,Weekly,2026-02-24
PRT-000873,39,X,Central,College,7,Green Energy,685,No,Employed FT,44274,Retail,38,Yes,0.77,3,Yes,Monthly,2026-06-16
PRT-000874,20,X,Southwestern,College,150,Data Analytics,473,Yes,Unemployed,92619,Healthcare,134,Yes,0.64,12,Yes,Weekly,2026-02-22
PRT-000875,26,F,Eastern,College,236,Healthcare Aide,676,No,Unemployed,33218,Finance,91,Yes,0.48,9,Yes,Weekly,2026-04-07
PRT-000876,30,F,Waterloo,Bachelor,21,Advanced Manufacturing,780,No,Unemployed,53502,Manufacturing,178,No,0.64,11,Yes,Weekly,2026-03-27
PRT-000877,56,M,Eastern,High School,3,IT Security,767,No,Unemployed,107736,Retail,93,Yes,0.77,15,Yes,Weekly,2026-07-11
PRT-000878,58,F,Ottawa,Master,15,Data Analytics,630,No,Self-Employed,75076,Government,162,Yes,0.51,4,Yes,Monthly,2026-02-26
PRT-000879,24,X,Waterloo,Master,13,Advanced Manufacturing,612,No,Further Training,115705,Manufacturing,152,Yes,0.84,4,No,Weekly,2026-07-16
PRT-000880,19,M,Eastern,Less than HS,51,Healthcare Aide,776,Yes,Employed PT,64605,Finance,161,No,0.34,4,Yes,Weekly,2026-06-02
PRT-000881,59,M,Central,College,47,Digital Skills,187,Yes,Employed PT,51133,Manufacturing,160,Yes,0.46,15,Yes,Monthly,2026-07-09
PRT-000882,59,X,Southwestern,Master,212,Healthcare Aide,456,Yes,Employed PT,65417,Technology,158,Yes,0.53,7,Yes,Weekly,2026-06-24
PRT-000883,20,M,GTA,Master,74,Skilled Trades,298,Yes,Further Training,107877,Government,126,No,0.63,15,Yes,Monthly,2026-04-07
PRT-000884,22,X,Northern,College,184,Data Analytics,793,Yes,Unemployed,32263,Technology,54,Yes,0.83,5,Yes,Monthly,2026-07-08
PRT-000885,19,M,Eastern,High School,203,IT Security,503,No,Employed PT,76816,Construction,92,Yes,0.4,13,Yes,Monthly,2026-07-03
PRT-000886,45,F,Durham,High School,237,Data Analytics,780,No,Self-Employed,37106,Government,116,No,0.45,15,Yes,Weekly,2026-04-20
PRT-000887,29,F,Hamilton,Master,67,Advanced Manufacturing,682,No,Unemployed,32075,Government,178,Yes,0.72,10,Yes,Monthly,2026-03-31
PRT-000888,49,F,Central,Less than HS,23,Advanced Manufacturing,61,No,Further Training,58290,Retail,126,Yes,0.78,18,Yes,Weekly,2026-07-20
PRT-000889,38,X,Southwestern,Less than HS,43,Data Analytics,601,No,Employed FT,107779,Retail,24,No,0.5,10,No,Weekly,2026-02-03
PRT-000890,61,M,Waterloo,Bachelor,187,Healthcare Aide,613,Yes,Employed FT,40173,Government,59,Yes,0.53,1,Yes,Weekly,2026-04-26
PRT-000891,40,M,Central,Less than HS,128,Skilled Trades,68,Yes,Employed FT,69231,Technology,163,No,0.76,17,Yes,Monthly,2026-04-21
PRT-000892,36,X,Central,College,22,Digital Skills,730,Yes,Unemployed,37305,Finance,124,Yes,0.91,1,Yes,Monthly,2026-05-02
PRT-000893,29,F,Waterloo,College,136,Healthcare Aide,786,No,Further Training,90043,Manufacturing,120,No,0.66,15,Yes,Weekly,2026-02-07
PRT-000894,34,F,Hamilton,Master,129,Healthcare Aide,312,No,Unemployed,81787,Finance,131,Yes,0.86,1,Yes,Weekly,2026-02-24
PRT-000895,60,X,Ottawa,High School,178,Data Analytics,86,No,Self-Employed,62204,Construction,40,No,0.39,6,Yes,Monthly,2026-06-10
PRT-000896,39,X,Niagara,College,103,Digital Skills,375,Yes,Employed FT,95683,Construction,88,Yes,0.96,14,Yes,Monthly,2026-03-05
PRT-000897,57,M,Hamilton,College,56,IT Security,543,No,Employed FT,74934,Construction,108,Yes,0.81,18,Yes,Weekly,2026-07-08
PRT-000898,47,M,Eastern,High School,187,Advanced Manufacturing,568,Yes,Employed FT,59674,Healthcare,48,No,0.77,5,Yes,Weekly,2026-01-05
PRT-000899,56,M,Durham,Less than HS,70,Skilled Trades,363,Yes,Further Training,108868,Construction,41,Yes,0.64,18,Yes,Weekly,2026-05-11
PRT-000900,40,X,Waterloo,Less than HS,148,Advanced Manufacturing,276,Yes,Employed PT,61842,Retail,173,Yes,0.34,11,Yes,Weekly,2026-07-06
PRT-000901,24,F,Ottawa,College,155,Green Energy,443,No,Unemployed,32778,Healthcare,8,No,0.38,5,Yes,Monthly,2026-07-17
PRT-000902,33,F,Northern,High School,227,Advanced Manufacturing,461,No,Further Training,55105,Retail,72,No,0.58,5,Yes,Weekly,2026-05-07
PRT-000903,52,F,Northern,Bachelor,76,Data Analytics,46,Yes,Employed PT,80852,Technology,32,Yes,0.45,6,No,Monthly,2026-04-06
PRT-000904,26,X,Ottawa,High School,62,Green Energy,658,Yes,Further Training,99453,Finance,161,No,0.58,17,Yes,Monthly,2026-03-02
PRT-000905,35,F,Durham,Bachelor,154,Skilled Trades,667,No,Employed PT,45993,Technology,23,Yes,0.36,15,Yes,Monthly,2026-01-28
PRT-000906,18,F,Southwestern,College,213,Digital Skills,785,No,Employed FT,31042,Technology,161,Yes,0.36,16,Yes,Weekly,2026-04-26
PRT-000907,53,X,Northern,Less than HS,69,Advanced Manufacturing,57,No,Further Training,70137,Government,82,No,0.85,17,Yes,Weekly,2026-02-16
PRT-000908,55,M,Northern,Less than HS,83,Digital Skills,540,No,Employed PT,107144,Finance,45,No,0.67,1,Yes,Monthly,2026-07-23
PRT-000909,50,X,GTA,High School,98,Healthcare Aide,308,No,Unemployed,95956,Government,175,Yes,0.86,8,No,Weekly,2026-06-12
PRT-000910,41,M,Central,Bachelor,141,Advanced Manufacturing,545,No,Further Training,82677,Technology,53,No,0.82,8,Yes,Weekly,2026-04-12
PRT-000911,36,X,Southwestern,College,123,Skilled Trades,338,No,Employed PT,36347,Healthcare,97,Yes,0.99,4,Yes,Weekly,2026-01-31
PRT-000912,47,F,Northern,High School,114,Digital Skills,757,No,Employed FT,35023,Finance,158,Yes,0.31,6,No,Monthly,2026-05-24
PRT-000913,48,M,Eastern,College,10,Green Energy,197,Yes,Further Training,40521,Government,52,Yes,0.36,9,Yes,Weekly,2026-02-02
PRT-000914,21,X,Durham,Bachelor,144,Data Analytics,563,No,Unemployed,47030,Government,180,Yes,0.44,10,Yes,Monthly,2026-01-26
PRT-000915,51,X,Ottawa,Master,237,Digital Skills,483,No,Employed FT,110408,Healthcare,44,Yes,0.77,7,No,Monthly,2026-04-28
PRT-000916,29,F,Hamilton,Master,175,IT Security,265,No,Unemployed,94671,Healthcare,146,Yes,0.4,9,No,Monthly,2026-05-01
