READING_ID,STATION_ID,REGION,READING_TIMESTAMP,POWER_OUTPUT_MW,DEMAND_MW,FREQUENCY_HZ,VOLTAGE_KV,TEMPERATURE_C,WIND_SPEED_KMH,SOLAR_IRRADIANCE,GENERATION_TYPE,CAPACITY_FACTOR,EMISSIONS_TONNES_CO2,GRID_STABILITY_INDEX,OUTAGE_FLAG,LAST_UPDATED
RDG-00000623,STN_0040,Hamilton,2026-03-27 22:00:00,1833.0,9367.7,60.03,310.9,-26.9,17.6,897.9,Nuclear,0.5,215.9,0.803,No,2026-01-28
RDG-00000624,STN_0176,Northern,2026-05-12 17:00:00,1949.3,21273.6,59.961,416.2,-24.6,38.9,422.1,Solar,0.3,335.0,0.927,No,2026-06-29
RDG-00000625,STN_0051,Southwestern,2026-04-27 08:00:00,138.4,18766.1,59.986,208.5,-1.6,26.3,575.4,Nuclear,0.34,276.7,0.87,No,2026-01-30
RDG-00000626,STN_0112,Niagara,2026-02-06 02:00:00,457.1,20270.4,59.968,158.8,-3.3,59.4,497.7,Solar,0.68,76.0,0.812,No,2026-03-21
RDG-00000627,STN_0017,Eastern,2026-01-31 09:00:00,1483.0,23724.1,59.966,431.6,23.4,67.4,75.9,Nuclear,0.2,217.4,0.809,No,2026-05-06
RDG-00000628,STN_0155,Niagara,2026-03-19 06:00:00,1789.0,17503.0,60.004,328.3,-17.8,16.5,102.1,Gas,0.79,185.4,0.975,No,2026-03-31
RDG-00000629,STN_0122,Ottawa,2026-04-15 10:00:00,21.5,15986.5,59.961,459.7,-28.0,35.2,35.3,Nuclear,0.7,217.9,0.959,Yes,2026-06-05
RDG-00000630,STN_0034,Southwestern,2026-04-11 05:00:00,2484.6,8246.5,59.989,294.8,30.3,8.9,174.0,Wind,0.86,276.1,0.856,Yes,2026-03-05
RDG-00000631,STN_0152,Southwestern,2026-02-15 09:00:00,1178.4,16043.4,59.972,130.9,0.5,15.5,348.2,Wind,0.5,466.7,0.889,No,2026-02-03
RDG-00000632,STN_0175,Ottawa,2026-06-13 13:00:00,2690.9,9005.3,60.035,367.7,28.3,47.1,808.2,Biomass,0.83,66.2,0.928,No,2026-06-02
RDG-00000633,STN_0143,GTA,2026-05-16 19:00:00,2635.7,11296.7,59.975,335.5,15.8,71.0,404.1,Wind,0.76,402.9,0.817,No,2026-05-11
RDG-00000634,STN_0151,Waterloo,2026-06-02 10:00:00,64.0,18409.5,60.022,310.9,-29.5,15.6,753.8,Gas,0.68,103.8,0.813,No,2026-07-16
RDG-00000635,STN_0158,Niagara,2026-04-23 21:00:00,2169.5,9456.0,60.023,492.0,26.2,58.0,49.6,Hydro,0.3,37.4,0.819,No,2026-05-02
RDG-00000636,STN_0157,Waterloo,2026-04-11 09:00:00,3272.0,13728.0,59.984,496.1,8.9,2.6,279.3,Biomass,0.2,42.0,0.968,No,2026-06-23
RDG-00000637,STN_0005,Ottawa,2026-03-08 01:00:00,401.4,24102.5,59.956,188.5,-11.4,58.7,241.4,Biomass,0.64,383.3,0.928,No,2026-01-23
RDG-00000638,STN_0085,Niagara,2026-06-26 20:00:00,1493.0,11854.0,60.042,450.2,9.3,47.7,78.7,Gas,0.72,217.4,0.886,No,2026-01-03
RDG-00000639,STN_0114,Hamilton,2026-06-10 07:00:00,795.8,19813.5,59.978,176.3,-18.9,8.5,307.3,Biomass,0.67,415.8,0.805,No,2026-03-07
RDG-00000640,STN_0163,Southwestern,2026-03-31 05:00:00,170.1,17049.5,60.003,428.7,1.3,51.1,167.5,Solar,0.26,161.5,0.846,No,2026-02-03
RDG-00000641,STN_0174,Southwestern,2026-01-10 12:00:00,3023.2,15481.5,60.016,267.3,-27.5,55.6,353.8,Solar,0.24,445.5,0.901,No,2026-07-31
RDG-00000642,STN_0153,Hamilton,2026-03-17 10:00:00,1936.8,16589.0,59.976,249.5,24.5,42.2,444.9,Hydro,0.16,184.7,0.988,No,2026-01-07
RDG-00000643,STN_0002,Eastern,2026-07-07 14:00:00,169.6,9377.0,59.99,170.1,-21.4,27.1,196.7,Wind,0.28,109.0,0.873,No,2026-06-12
RDG-00000644,STN_0119,Waterloo,2026-04-13 02:00:00,2034.0,19636.6,60.048,222.8,-19.7,43.4,446.8,Hydro,0.75,218.5,0.863,No,2026-07-30
RDG-00000645,STN_0139,Niagara,2026-01-18 02:00:00,1901.6,17722.1,59.984,232.1,27.9,44.3,842.9,Hydro,0.26,271.1,0.967,Yes,2026-02-27
RDG-00000646,STN_0028,Eastern,2026-03-04 03:00:00,3165.8,15041.9,60.033,308.5,-0.7,56.8,940.7,Biomass,0.86,41.1,0.842,No,2026-06-04
RDG-00000647,STN_0200,GTA,2026-05-18 02:00:00,2147.3,8568.6,59.999,350.9,-29.3,28.1,30.8,Hydro,0.67,0.9,0.901,No,2026-07-26
RDG-00000648,STN_0147,Niagara,2026-03-30 08:00:00,256.5,18136.2,59.963,322.7,-22.6,59.3,905.4,Nuclear,0.18,411.4,0.807,No,2026-07-22
RDG-00000649,STN_0132,Eastern,2026-04-29 14:00:00,2500.8,9554.3,59.951,284.2,1.1,12.0,989.9,Biomass,0.49,276.5,0.985,Yes,2026-07-03
RDG-00000650,STN_0121,Eastern,2026-04-30 15:00:00,2396.6,22566.9,60.012,293.2,-0.4,39.1,108.2,Gas,0.21,7.3,0.96,No,2026-03-01
RDG-00000651,STN_0195,Northern,2026-03-06 09:00:00,2602.7,18193.0,60.047,205.4,19.7,24.2,644.0,Biomass,0.68,399.0,0.907,No,2026-05-11
RDG-00000652,STN_0167,Niagara,2026-01-25 13:00:00,891.0,10757.5,59.951,132.9,31.6,55.2,100.7,Solar,0.36,257.1,0.876,No,2026-04-03
RDG-00000653,STN_0092,Eastern,2026-04-22 14:00:00,850.2,10737.7,59.971,214.7,21.3,46.7,536.8,Solar,0.37,298.5,0.963,No,2026-04-03
RDG-00000654,STN_0063,Durham,2026-03-19 05:00:00,2980.3,18168.8,60.006,458.4,26.9,59.9,629.4,Biomass,0.84,57.2,0.824,No,2026-06-02
RDG-00000655,STN_0014,Southwestern,2026-02-14 19:00:00,1053.4,23036.6,59.979,380.1,31.3,35.9,475.2,Nuclear,0.55,349.2,0.825,No,2026-06-04
RDG-00000656,STN_0158,Southwestern,2026-03-20 12:00:00,3353.0,11712.3,59.981,361.8,34.1,77.7,893.6,Gas,0.45,46.1,0.943,No,2026-04-16
RDG-00000657,STN_0075,Central,2026-02-14 10:00:00,108.8,11284.8,60.007,356.6,31.8,68.0,486.0,Gas,0.75,360.7,0.903,No,2026-02-10
RDG-00000658,STN_0019,Ottawa,2026-01-17 08:00:00,2114.9,8708.7,60.037,403.8,9.8,10.6,784.8,Solar,0.27,5.6,0.809,No,2026-06-21
RDG-00000659,STN_0099,GTA,2026-07-21 05:00:00,1070.5,11501.7,59.992,189.3,15.4,66.0,871.4,Hydro,0.37,445.0,0.911,Yes,2026-03-11
RDG-00000660,STN_0170,Waterloo,2026-07-05 07:00:00,538.7,16392.2,59.979,366.7,1.3,77.1,407.4,Hydro,0.51,325.7,0.877,No,2026-06-10
RDG-00000661,STN_0077,Northern,2026-05-29 22:00:00,1809.1,23290.6,60.0,209.9,5.9,1.8,286.8,Gas,0.95,432.1,0.853,No,2026-03-12
RDG-00000662,STN_0026,Southwestern,2026-01-12 10:00:00,2307.2,23661.9,59.957,227.5,-15.6,41.5,500.2,Gas,0.58,5.2,0.981,No,2026-07-31
RDG-00000663,STN_0187,Eastern,2026-03-22 13:00:00,1592.1,15337.8,59.998,383.4,-0.5,36.7,174.1,Hydro,0.94,173.0,0.811,No,2026-07-29
RDG-00000664,STN_0024,Durham,2026-04-01 05:00:00,3095.7,8761.4,60.018,232.8,-9.2,71.2,30.1,Hydro,0.79,460.6,0.856,No,2026-07-03
RDG-00000665,STN_0194,Ottawa,2026-04-16 11:00:00,2576.0,13930.1,60.032,438.5,-22.3,74.3,874.4,Gas,0.2,331.9,0.887,Yes,2026-03-27
RDG-00000666,STN_0168,Hamilton,2026-03-15 10:00:00,523.2,20342.7,60.031,327.6,7.8,9.4,964.3,Hydro,0.26,192.7,0.864,No,2026-04-10
RDG-00000667,STN_0143,Eastern,2026-03-25 06:00:00,1567.1,15773.7,59.958,496.3,-14.3,8.6,352.1,Solar,0.15,281.6,0.931,Yes,2026-05-03
RDG-00000668,STN_0110,Central,2026-02-23 01:00:00,2215.7,13238.9,60.049,268.8,31.0,5.1,700.9,Solar,0.32,213.1,0.823,Yes,2026-05-09
RDG-00000669,STN_0148,Durham,2026-04-18 23:00:00,76.4,24098.3,60.025,221.5,27.3,48.5,862.9,Nuclear,0.79,17.5,0.856,Yes,2026-05-13
RDG-00000670,STN_0110,GTA,2026-02-20 18:00:00,48.2,19330.4,59.993,486.6,-29.1,5.1,202.4,Nuclear,0.89,488.4,0.851,No,2026-02-26
RDG-00000671,STN_0026,Niagara,2026-01-13 20:00:00,1662.5,8036.4,59.953,200.4,34.9,50.8,564.7,Wind,0.53,414.9,0.864,No,2026-03-22
RDG-00000672,STN_0108,Niagara,2026-02-14 06:00:00,1802.0,17397.9,60.029,409.0,31.7,0.5,698.3,Biomass,0.45,141.1,0.85,Yes,2026-01-17
RDG-00000673,STN_0162,Ottawa,2026-02-22 14:00:00,1377.8,17461.2,60.004,245.7,30.2,79.2,172.4,Gas,0.49,406.6,0.987,Yes,2026-07-28
RDG-00000674,STN_0066,Waterloo,2026-02-10 22:00:00,2378.6,10577.1,60.049,273.7,-26.6,74.8,617.0,Solar,0.17,301.5,0.95,No,2026-07-27
RDG-00000675,STN_0028,Ottawa,2026-05-11 23:00:00,2401.9,11038.9,60.013,315.9,-22.9,22.3,240.2,Gas,0.35,109.1,0.845,No,2026-04-22
RDG-00000676,STN_0157,Eastern,2026-03-16 19:00:00,264.2,9167.0,60.013,124.7,-11.6,41.3,510.1,Nuclear,0.47,143.4,0.854,No,2026-03-23
RDG-00000677,STN_0175,Waterloo,2026-06-14 23:00:00,2275.4,15512.9,59.994,178.9,-20.7,8.9,125.1,Nuclear,0.67,306.4,0.861,No,2026-04-21
RDG-00000678,STN_0021,GTA,2026-05-25 16:00:00,1496.2,23034.8,59.975,380.5,5.5,27.0,365.2,Biomass,0.7,18.0,0.888,No,2026-06-15
RDG-00000679,STN_0055,Durham,2026-02-24 21:00:00,1257.6,18414.6,59.96,394.6,12.4,11.4,185.4,Biomass,0.33,66.9,0.88,No,2026-05-17
RDG-00000680,STN_0096,Waterloo,2026-03-11 07:00:00,2619.1,14864.5,59.97,438.8,-12.6,32.0,384.0,Gas,0.78,11.9,0.802,No,2026-05-08
RDG-00000681,STN_0079,Durham,2026-05-09 10:00:00,2572.2,18481.0,60.032,488.6,12.5,32.3,635.0,Nuclear,0.83,188.7,0.807,Yes,2026-01-08
RDG-00000682,STN_0113,Ottawa,2026-01-18 07:00:00,1851.6,13150.5,59.985,298.1,20.4,0.6,45.9,Wind,0.71,12.3,0.882,No,2026-07-10
RDG-00000683,STN_0098,Durham,2026-06-12 07:00:00,2328.4,20180.6,59.97,466.4,15.0,77.3,783.8,Wind,0.75,61.4,0.904,No,2026-07-05
RDG-00000684,STN_0130,Eastern,2026-07-07 03:00:00,705.3,12281.9,60.043,420.9,-16.2,32.7,969.0,Hydro,0.67,336.5,0.876,No,2026-06-24
RDG-00000685,STN_0180,Niagara,2026-06-14 04:00:00,2980.1,24589.3,60.017,289.0,-19.4,63.6,25.6,Gas,0.39,450.1,0.866,No,2026-02-18
RDG-00000686,STN_0165,Waterloo,2026-04-09 10:00:00,1064.5,8351.8,59.955,117.6,-29.3,62.3,71.5,Solar,0.13,313.5,0.985,Yes,2026-07-15
RDG-00000687,STN_0036,Hamilton,2026-07-03 23:00:00,3219.4,13777.0,59.955,476.5,2.2,48.8,456.7,Hydro,0.78,417.8,0.896,No,2026-02-12
RDG-00000688,STN_0004,Eastern,2026-01-17 16:00:00,615.3,20368.0,60.021,201.7,-12.4,43.7,723.2,Solar,0.52,253.1,0.859,No,2026-02-05
RDG-00000689,STN_0054,GTA,2026-04-05 10:00:00,1624.5,21973.7,59.994,323.9,31.2,36.8,668.2,Gas,0.75,410.0,0.916,No,2026-03-06
RDG-00000690,STN_0010,Niagara,2026-07-06 09:00:00,466.7,21844.7,59.97,416.5,34.2,28.4,78.7,Hydro,0.33,267.1,0.901,No,2026-05-05
RDG-00000691,STN_0142,Southwestern,2026-07-17 08:00:00,529.4,21264.3,60.033,121.5,-4.9,22.6,567.8,Gas,0.8,85.5,0.815,No,2026-01-20
RDG-00000692,STN_0132,GTA,2026-02-13 13:00:00,1992.1,23195.9,59.993,274.9,30.5,42.2,487.5,Nuclear,0.15,209.8,0.816,Yes,2026-06-05
RDG-00000693,STN_0006,Niagara,2026-05-19 22:00:00,1800.0,8735.3,59.966,177.9,-19.2,3.6,529.5,Solar,0.18,362.1,0.916,No,2026-01-06
RDG-00000694,STN_0029,Niagara,2026-01-06 04:00:00,2785.4,17054.4,59.981,375.3,18.8,36.6,186.4,Solar,0.52,83.6,0.927,No,2026-02-28
RDG-00000695,STN_0158,Hamilton,2026-02-04 10:00:00,1397.2,10840.2,60.032,470.9,-0.8,19.0,40.6,Hydro,0.74,265.1,0.928,No,2026-03-16
RDG-00000696,STN_0043,GTA,2026-07-27 05:00:00,2457.6,16643.9,60.019,164.9,10.0,68.2,64.0,Solar,0.37,19.0,0.978,Yes,2026-05-06
RDG-00000697,STN_0133,Central,2026-05-13 15:00:00,114.1,14033.1,59.959,304.0,26.9,14.6,356.3,Gas,0.36,342.1,0.839,Yes,2026-04-10
RDG-00000698,STN_0151,Waterloo,2026-07-14 23:00:00,712.4,24827.3,59.979,387.3,19.2,60.8,163.9,Gas,0.24,376.1,0.86,No,2026-01-14
RDG-00000699,STN_0045,Eastern,2026-05-29 22:00:00,391.3,22313.6,59.998,189.0,-11.1,36.9,319.5,Gas,0.6,418.3,0.901,No,2026-02-07
RDG-00000700,STN_0148,GTA,2026-05-21 00:00:00,833.9,16046.5,60.03,325.3,22.7,25.1,938.1,Hydro,0.24,409.0,0.848,No,2026-07-09
RDG-00000701,STN_0050,Central,2026-04-09 10:00:00,1226.7,9943.2,59.969,124.1,-3.7,9.6,108.4,Nuclear,0.17,101.0,0.958,Yes,2026-06-02
RDG-00000702,STN_0137,Northern,2026-07-03 20:00:00,3226.0,10996.7,59.97,281.8,18.9,16.2,297.0,Nuclear,0.26,84.4,0.882,Yes,2026-03-03
RDG-00000703,STN_0101,Northern,2026-04-02 10:00:00,1109.7,22500.2,59.955,152.6,-28.8,37.0,71.1,Wind,0.67,214.5,0.998,No,2026-06-27
RDG-00000704,STN_0092,Ottawa,2026-05-12 08:00:00,378.2,11040.7,60.018,325.8,10.7,39.5,935.3,Hydro,0.63,263.2,0.955,Yes,2026-05-24
RDG-00000705,STN_0072,Central,2026-03-12 21:00:00,2446.8,9993.3,60.031,365.9,-9.0,50.5,515.5,Biomass,0.69,410.0,0.878,No,2026-01-14
RDG-00000706,STN_0036,GTA,2026-07-12 11:00:00,1358.4,11590.7,59.954,334.4,-25.7,0.8,222.5,Biomass,0.74,168.4,0.941,No,2026-03-19
RDG-00000707,STN_0182,Northern,2026-04-27 19:00:00,1884.6,11259.6,59.965,403.5,-5.9,30.5,689.0,Hydro,0.93,154.3,0.888,Yes,2026-07-08
RDG-00000708,STN_0075,Southwestern,2026-06-20 00:00:00,1858.2,11035.8,60.017,304.1,-15.1,11.3,172.0,Wind,0.65,92.9,0.825,No,2026-07-23
RDG-00000709,STN_0107,GTA,2026-01-10 17:00:00,1074.5,19336.5,60.037,330.5,-5.2,75.5,559.4,Nuclear,0.39,395.6,0.94,No,2026-01-03
RDG-00000710,STN_0078,Niagara,2026-07-09 20:00:00,3181.4,17448.9,60.04,383.4,19.9,31.1,632.1,Hydro,0.36,221.6,0.99,No,2026-03-03
RDG-00000711,STN_0155,Ottawa,2026-06-22 13:00:00,2710.4,13527.1,59.996,411.3,10.5,37.2,528.3,Solar,0.53,493.3,0.978,No,2026-04-14
RDG-00000712,STN_0094,Hamilton,2026-02-21 12:00:00,1545.8,11907.5,59.959,478.4,8.4,34.3,515.2,Solar,0.58,362.1,0.889,No,2026-06-12
RDG-00000713,STN_0185,Central,2026-05-14 09:00:00,347.7,10584.8,59.982,408.9,-21.9,39.9,812.0,Wind,0.69,49.6,0.966,No,2026-02-09
RDG-00000714,STN_0089,GTA,2026-03-31 23:00:00,2358.5,21903.5,60.015,123.0,8.1,64.6,932.3,Solar,0.36,263.9,0.966,No,2026-07-14
RDG-00000715,STN_0106,Niagara,2026-02-05 22:00:00,2445.6,11009.7,59.987,257.7,12.2,56.8,891.5,Hydro,0.15,33.1,0.917,No,2026-03-08
RDG-00000716,STN_0088,Central,2026-05-16 19:00:00,921.3,15068.9,60.045,160.8,3.4,58.8,717.9,Hydro,0.69,141.3,0.93,No,2026-05-27
RDG-00000717,STN_0158,Hamilton,2026-01-16 05:00:00,264.1,10783.0,60.044,353.8,-5.9,75.1,321.0,Gas,0.57,96.5,0.907,No,2026-07-15
RDG-00000718,STN_0170,Waterloo,2026-02-15 20:00:00,2421.2,14712.7,59.97,372.2,8.8,27.8,529.7,Gas,0.62,267.2,0.955,No,2026-03-23
RDG-00000719,STN_0036,Niagara,2026-07-08 07:00:00,50.2,19567.7,59.959,341.6,3.4,50.1,574.1,Biomass,0.72,215.0,0.989,No,2026-05-25
RDG-00000720,STN_0140,Eastern,2026-04-09 23:00:00,2934.9,10196.6,59.971,417.4,-2.2,2.9,444.3,Hydro,0.43,300.7,0.848,No,2026-06-27
RDG-00000721,STN_0138,Northern,2026-03-08 01:00:00,1736.2,19540.1,60.03,441.5,1.9,4.0,962.8,Hydro,0.73,396.0,0.834,Yes,2026-03-24
RDG-00000722,STN_0115,Hamilton,2026-07-02 14:00:00,1188.9,22338.8,59.96,165.0,-25.8,57.2,571.3,Wind,0.75,185.8,0.977,No,2026-07-26
RDG-00000723,STN_0023,Ottawa,2026-03-28 04:00:00,94.2,11972.0,59.95,246.5,19.9,68.0,229.7,Wind,0.93,74.2,0.822,No,2026-07-20
RDG-00000724,STN_0178,Eastern,2026-06-09 22:00:00,2976.0,16511.8,59.984,225.3,9.9,75.8,360.6,Gas,0.46,342.5,0.837,No,2026-07-26
RDG-00000725,STN_0012,Eastern,2026-04-29 17:00:00,2596.1,8302.3,59.98,496.6,-10.4,12.4,184.1,Biomass,0.48,434.4,0.898,No,2026-01-08
RDG-00000726,STN_0153,Ottawa,2026-02-26 09:00:00,1291.6,21504.7,60.038,247.4,-22.3,42.4,732.8,Hydro,0.64,235.4,0.839,No,2026-06-09
RDG-00000727,STN_0163,Eastern,2026-07-18 05:00:00,3487.8,23608.6,59.961,129.6,6.2,68.8,992.7,Nuclear,0.45,448.5,0.92,No,2026-04-19
RDG-00000728,STN_0031,Waterloo,2026-04-30 00:00:00,453.2,14643.7,59.972,247.7,-22.0,62.0,237.7,Gas,0.63,128.5,0.93,No,2026-05-07
RDG-00000729,STN_0012,Niagara,2026-02-09 16:00:00,2444.9,20541.9,60.022,401.4,-21.2,68.2,643.2,Biomass,0.31,4.4,0.814,No,2026-05-11
RDG-00000730,STN_0104,Ottawa,2026-04-27 09:00:00,1982.0,16016.9,59.969,498.8,-2.3,15.4,595.0,Gas,0.89,242.2,0.998,No,2026-04-05
RDG-00000731,STN_0048,Niagara,2026-01-18 18:00:00,2984.8,24266.1,59.957,227.1,17.4,33.5,331.7,Wind,0.2,400.4,0.84,No,2026-05-02
RDG-00000732,STN_0014,Central,2026-05-18 21:00:00,1422.4,10505.6,59.995,414.3,24.1,9.5,525.2,Biomass,0.38,372.3,0.932,Yes,2026-05-28
RDG-00000733,STN_0129,Ottawa,2026-04-06 08:00:00,2274.1,24297.1,59.991,382.1,32.9,53.1,423.6,Solar,0.93,23.4,0.98,No,2026-02-26
RDG-00000734,STN_0009,Hamilton,2026-05-27 00:00:00,2097.5,20593.7,60.021,489.5,32.2,69.2,285.1,Solar,0.74,136.4,0.816,No,2026-05-26
RDG-00000735,STN_0131,Durham,2026-01-13 07:00:00,2218.4,17690.1,60.046,329.6,4.4,4.9,783.8,Nuclear,0.35,6.7,0.91,No,2026-01-18
RDG-00000736,STN_0096,Eastern,2026-03-16 18:00:00,184.6,23760.9,59.995,343.7,25.2,39.8,639.7,Solar,0.45,268.7,0.874,No,2026-02-01
RDG-00000737,STN_0110,Ottawa,2026-07-25 17:00:00,1400.8,14627.4,60.01,349.4,20.5,4.9,160.9,Nuclear,0.47,353.6,0.907,No,2026-08-01
RDG-00000738,STN_0124,Eastern,2026-05-25 10:00:00,2925.1,8406.5,59.997,254.5,-26.4,23.8,805.5,Gas,0.72,347.6,0.99,No,2026-07-19
RDG-00000739,STN_0045,Eastern,2026-06-10 11:00:00,2349.2,19325.2,59.972,358.9,11.5,6.0,650.1,Hydro,0.26,383.9,0.978,No,2026-03-21
RDG-00000740,STN_0181,GTA,2026-05-21 13:00:00,2641.1,10663.6,60.049,390.6,-11.3,10.2,803.5,Solar,0.85,182.8,0.819,Yes,2026-02-10
RDG-00000741,STN_0036,Hamilton,2026-01-15 01:00:00,170.2,12565.5,59.972,298.9,0.9,65.7,657.3,Nuclear,0.63,452.5,0.893,No,2026-03-05
RDG-00000742,STN_0169,Hamilton,2026-05-24 19:00:00,2403.7,24859.7,59.99,330.7,-5.7,38.9,953.4,Nuclear,0.37,81.8,0.978,No,2026-02-05
RDG-00000743,STN_0112,Waterloo,2026-01-08 05:00:00,2699.2,11578.9,60.024,111.9,28.1,76.7,609.7,Wind,0.34,340.9,0.829,No,2026-01-31
RDG-00000744,STN_0079,Eastern,2026-07-21 12:00:00,1147.3,23983.9,59.953,237.5,-25.5,62.7,627.0,Gas,0.35,180.7,0.834,No,2026-02-22
RDG-00000745,STN_0163,Eastern,2026-07-14 18:00:00,893.5,17258.1,60.001,277.7,-15.2,53.0,72.7,Nuclear,0.74,285.1,0.877,Yes,2026-03-03
RDG-00000746,STN_0133,GTA,2026-01-25 04:00:00,1053.4,23073.2,59.965,183.6,15.0,15.9,158.8,Hydro,0.92,273.5,0.899,No,2026-03-12
RDG-00000747,STN_0116,Northern,2026-02-09 22:00:00,965.6,14242.0,59.955,438.4,16.9,37.9,264.7,Gas,0.42,163.6,0.984,Yes,2026-07-17
RDG-00000748,STN_0144,GTA,2026-07-01 12:00:00,1833.7,19835.7,60.001,136.8,-14.3,71.7,108.7,Hydro,0.65,422.2,0.948,Yes,2026-07-13
RDG-00000749,STN_0047,Durham,2026-06-14 14:00:00,1809.2,16045.1,60.029,253.4,11.9,53.5,704.9,Gas,0.74,303.7,0.821,No,2026-03-19
RDG-00000750,STN_0041,Northern,2026-01-20 05:00:00,1290.4,17927.0,60.039,219.6,26.5,4.5,659.3,Solar,0.21,379.2,0.876,No,2026-01-06
RDG-00000751,STN_0172,Northern,2026-04-06 19:00:00,802.8,24212.2,59.966,486.4,-17.8,64.6,309.6,Hydro,0.27,369.4,0.871,Yes,2026-03-20
RDG-00000752,STN_0158,Waterloo,2026-03-26 23:00:00,1141.7,21047.9,60.016,287.6,-16.0,74.2,96.0,Solar,0.95,214.7,0.941,No,2026-06-28
RDG-00000753,STN_0056,GTA,2026-04-17 09:00:00,619.0,21569.2,59.997,395.9,-6.3,19.9,728.8,Wind,0.2,110.0,0.96,No,2026-03-11
RDG-00000754,STN_0043,Central,2026-01-13 04:00:00,3126.2,23350.1,59.997,481.2,-13.8,62.3,16.4,Biomass,0.3,238.7,0.907,Yes,2026-03-23
RDG-00000755,STN_0004,Niagara,2026-06-30 17:00:00,68.6,21814.9,60.002,256.2,-23.0,39.5,632.8,Hydro,0.39,178.0,0.955,Yes,2026-01-26
RDG-00000756,STN_0137,GTA,2026-07-21 05:00:00,3235.9,22210.7,60.042,261.1,11.7,62.2,445.1,Gas,0.42,31.5,0.905,No,2026-06-14
RDG-00000757,STN_0199,Waterloo,2026-01-23 10:00:00,3466.2,23614.7,59.961,411.5,-19.0,64.1,599.0,Nuclear,0.89,99.6,0.968,Yes,2026-05-15
RDG-00000758,STN_0102,Hamilton,2026-06-01 15:00:00,1073.1,17551.8,59.987,268.0,21.3,17.1,304.8,Nuclear,0.19,454.9,0.882,No,2026-04-06
RDG-00000759,STN_0003,Northern,2026-02-05 12:00:00,2668.3,13251.9,60.005,365.4,-3.4,3.2,216.3,Nuclear,0.93,231.2,0.892,No,2026-05-14
RDG-00000760,STN_0016,Niagara,2026-01-22 10:00:00,3097.3,14324.7,59.974,305.7,28.4,69.5,385.4,Gas,0.32,116.5,0.955,No,2026-07-20
RDG-00000761,STN_0197,GTA,2026-01-02 08:00:00,1304.8,23768.0,60.026,430.0,-26.3,66.9,895.7,Biomass,0.69,221.4,0.869,Yes,2026-05-15
RDG-00000762,STN_0120,Hamilton,2026-07-19 13:00:00,1238.7,17021.1,59.985,462.6,33.9,79.9,569.7,Hydro,0.73,378.0,0.966,No,2026-02-13
RDG-00000763,STN_0114,GTA,2026-06-23 08:00:00,998.8,21307.9,59.982,171.5,-29.9,55.7,196.3,Nuclear,0.47,451.5,0.82,No,2026-07-24
RDG-00000764,STN_0065,Waterloo,2026-03-15 04:00:00,3157.7,23547.6,59.994,487.8,-25.0,28.3,541.4,Solar,0.54,390.4,0.818,No,2026-04-22
RDG-00000765,STN_0061,Central,2026-01-08 11:00:00,3232.5,20022.0,59.997,420.6,14.0,45.6,264.8,Wind,0.32,248.7,0.914,Yes,2026-06-06
RDG-00000766,STN_0106,Durham,2026-07-20 12:00:00,636.2,11153.4,60.0,192.5,28.2,7.1,498.0,Gas,0.18,182.4,0.876,No,2026-07-31
RDG-00000767,STN_0154,Eastern,2026-04-03 22:00:00,2913.2,12161.5,60.02,116.8,-24.2,16.3,893.2,Gas,0.3,94.9,0.871,No,2026-03-25
RDG-00000768,STN_0048,Niagara,2026-01-31 21:00:00,2235.7,21942.3,60.046,475.2,30.8,17.4,446.1,Wind,0.3,150.1,0.902,No,2026-07-02
RDG-00000769,STN_0037,Niagara,2026-03-09 21:00:00,2146.8,15287.8,60.016,145.8,2.4,72.0,51.1,Gas,0.61,29.9,0.897,No,2026-06-24
RDG-00000770,STN_0008,Hamilton,2026-02-22 04:00:00,2787.0,9131.3,59.964,414.4,1.1,76.7,648.8,Hydro,0.73,229.3,0.991,No,2026-01-30
RDG-00000771,STN_0156,Eastern,2026-05-30 15:00:00,1929.3,16377.2,59.973,374.5,-3.5,26.3,659.4,Nuclear,0.19,79.7,0.86,No,2026-01-19
RDG-00000772,STN_0081,Waterloo,2026-03-28 11:00:00,1565.3,9536.9,59.985,371.4,15.1,37.7,192.5,Solar,0.75,457.9,0.893,No,2026-06-26
RDG-00000773,STN_0200,Southwestern,2026-01-24 20:00:00,342.9,11323.1,60.027,318.9,-5.7,15.8,490.4,Wind,0.42,155.8,0.827,No,2026-05-25
RDG-00000774,STN_0105,Waterloo,2026-07-20 12:00:00,1123.3,22982.7,60.009,222.2,-29.8,2.5,238.0,Nuclear,0.22,47.4,0.89,No,2026-02-04
RDG-00000775,STN_0090,Northern,2026-02-08 19:00:00,94.7,23554.5,60.026,162.2,27.9,52.7,59.5,Wind,0.92,225.0,0.874,No,2026-02-27
RDG-00000776,STN_0105,Central,2026-01-19 01:00:00,2917.3,19852.2,60.005,324.1,18.2,59.5,664.4,Gas,0.76,451.0,0.937,Yes,2026-07-08
RDG-00000777,STN_0122,GTA,2026-03-06 08:00:00,1812.2,15631.1,59.959,216.3,0.0,15.1,885.8,Nuclear,0.6,259.1,0.823,No,2026-07-22
RDG-00000778,STN_0128,Southwestern,2026-06-08 20:00:00,2311.1,15639.3,60.046,182.9,-11.3,28.5,903.7,Nuclear,0.4,335.0,0.925,No,2026-07-14
