CLIENT_ID,RETENTION_RATE,SERVICE_PROGRAM,SATISFACTION_SCORE,CHURN_RISK_INDICATOR,REGION,QUARTER,ENGAGEMENT_FREQUENCY,PROGRAM_TYPE,SERVICE_CATEGORY,CASE_LOAD,RENEWAL_COUNT,DROPOUT_COUNT,AVG_INTERACTION_DAYS,FIRST_CONTACT_DATE,LAST_CONTACT_DATE,REFERRAL_SOURCE,CASE_COMPLEXITY,NET_PROMOTER_SCORE,RESPONSE_TIME_HOURS,DIGITAL_ENGAGEMENT_PCT,IN_PERSON_VISITS,PHONE_INTERACTIONS,EMAIL_INTERACTIONS,BENEFITS_AMOUNT,COST_PER_CLIENT,FISCAL_YEAR,DATA_QUALITY_SCORE,LAST_UPDATED
CLT-000108,0.442,Family Support,3.6,Low,Ottawa,2025-07-01,12,Youth,Home Care,107,1,1,10.8,2023-02-27,2025-01-09,Hospital,Standard,24,52.2,63.4,4,29,26,15593.86,22676.81,FY2023-24,72.6,2026-01-26
CLT-000109,0.483,ODSP,7.0,Medium,Central,2025-10-01,11,Home Care,Disability,80,5,0,26.1,2023-05-15,2025-10-19,Self-Referral,Complex,18,15.2,61.6,6,23,25,7740.78,3673.89,FY2023-24,84.8,2026-01-29
CLT-000110,0.542,ODSP,6.6,Low,Central,2025-07-01,5,Community,Community,103,4,1,69.8,2024-04-26,2025-03-16,Self-Referral,Complex,-12,1.5,28.3,1,30,50,10250.39,15037.9,FY2025-26,85.0,2026-04-17
CLT-000111,0.65,Family Support,3.6,High,Durham,2024-10-01,9,Child Care,Youth,30,4,1,87.8,2020-11-14,2026-07-04,Other Ministry,Standard,55,45.9,80.9,20,2,19,17617.56,36767.96,FY2023-24,71.7,2026-01-23
CLT-000112,0.946,ODSP,6.1,High,GTA,2025-04-01,22,Home Care,Child Care,13,5,1,64.6,2020-12-01,2026-05-24,Other Ministry,Complex,46,56.5,71.3,5,11,8,18869.52,43799.54,FY2025-26,96.6,2026-07-17
CLT-000113,0.931,Youth Services,8.5,Medium,Durham,2024-07-01,9,Child Care,Housing,126,4,2,9.7,2023-03-06,2025-06-20,Other Ministry,Simple,12,55.8,86.0,3,7,47,12966.21,3157.86,FY2023-24,77.3,2026-05-01
CLT-000114,0.615,Child Care Subsidy,4.2,Low,Durham,2025-10-01,8,Family,Disability,116,5,2,28.1,2020-06-08,2026-01-17,Community Agency,Complex,66,65.0,25.2,16,1,25,2188.7,23789.61,FY2024-25,93.2,2026-03-21
CLT-000115,0.593,Community Living,3.1,Low,Southwestern,2025-04-01,24,Disability,Housing,104,4,3,89.8,2024-05-08,2025-07-20,School,Simple,-20,67.2,12.0,17,11,40,21069.56,43982.73,FY2024-25,70.0,2026-06-18
CLT-000116,0.622,Employment Services,3.7,High,Eastern,2025-10-01,16,Employment,Home Care,81,0,0,83.3,2022-11-30,2026-02-27,Other Ministry,Standard,75,6.6,18.1,4,20,25,2333.35,28823.22,FY2024-25,89.9,2026-02-03
CLT-000117,0.54,Employment Services,8.8,Medium,Central,2025-07-01,15,Youth,Disability,29,1,1,71.3,2023-04-12,2025-04-22,Hospital,Simple,1,32.6,36.7,3,17,22,24133.55,11174.18,FY2024-25,83.9,2026-01-31
CLT-000118,0.453,Employment Services,8.6,High,Waterloo,2024-04-01,7,Family,Home Care,33,5,1,87.3,2022-03-22,2026-06-10,Self-Referral,Complex,18,19.1,94.2,0,30,25,21437.73,28241.73,FY2025-26,77.5,2026-04-29
CLT-000119,0.46,Child Care Subsidy,3.8,Low,Eastern,2024-10-01,7,Community,Family,31,4,2,83.0,2020-06-02,2025-01-23,Community Agency,Simple,62,32.2,20.9,10,3,2,23585.88,3481.25,FY2025-26,83.0,2026-07-05
CLT-000120,0.633,Ontario Works,5.6,Medium,Northern,2025-07-01,7,Home Care,Youth,81,3,1,7.9,2023-06-22,2025-09-09,Court,Standard,32,63.6,50.7,2,8,24,3862.28,10773.43,FY2025-26,77.5,2026-07-25
CLT-000121,0.721,Ontario Works,9.7,High,Central,2026-01-01,18,Housing,Family,138,2,3,28.0,2020-02-23,2025-11-23,School,Simple,79,20.6,78.7,15,16,22,19287.63,49980.68,FY2023-24,73.0,2026-06-18
CLT-000122,0.542,Ontario Works,8.2,Low,Waterloo,2025-10-01,12,Home Care,Home Care,70,4,2,73.5,2023-11-29,2026-01-03,Self-Referral,Complex,69,25.6,58.3,4,18,12,20999.07,40709.66,FY2024-25,86.3,2026-02-14
CLT-000123,0.689,ODSP,3.4,High,Eastern,2024-04-01,17,Housing,Employment,94,4,1,73.5,2021-11-28,2025-07-01,Other Ministry,Simple,-18,11.1,69.9,4,24,7,21238.78,43172.8,FY2023-24,81.2,2026-06-19
CLT-000124,0.633,ODSP,5.3,Medium,Northern,2024-10-01,24,Community,Housing,91,1,2,24.0,2023-04-21,2025-06-29,Family Doctor,Standard,73,49.7,20.8,0,30,44,23743.1,20188.47,FY2025-26,71.0,2026-06-04
CLT-000125,0.588,Home Care,7.3,Low,Hamilton,2024-10-01,11,Child Care,Disability,98,2,1,59.1,2020-06-30,2025-12-10,Online Portal,Simple,13,15.5,68.9,11,8,50,3146.85,1062.78,FY2024-25,83.1,2026-04-18
CLT-000126,0.972,Family Support,6.4,Medium,Central,2025-10-01,4,Housing,Disability,51,3,0,72.9,2020-03-09,2025-10-29,Self-Referral,Standard,13,68.5,16.3,5,28,24,4442.16,4675.12,FY2023-24,80.1,2026-06-07
CLT-000127,0.927,Ontario Works,5.9,High,Northern,2025-10-01,6,Employment,Child Care,94,1,1,39.8,2023-02-08,2026-07-08,Court,Complex,16,21.8,18.2,12,18,35,21076.44,8525.91,FY2024-25,70.1,2026-01-23
CLT-000128,0.574,Community Living,4.4,Low,Eastern,2024-10-01,21,Youth,Child Care,131,0,2,71.7,2022-08-22,2026-05-16,Court,Simple,62,39.4,25.7,12,11,11,11421.49,13901.5,FY2024-25,77.9,2026-03-10
CLT-000129,0.733,Child Care Subsidy,8.1,High,Ottawa,2024-07-01,22,Family,Community,68,4,0,76.5,2022-12-06,2026-03-05,Online Portal,Complex,10,34.6,16.7,1,16,36,22561.15,40222.07,FY2025-26,99.5,2026-02-07
CLT-000130,0.471,Community Living,4.2,Low,Eastern,2025-01-01,5,Employment,Community,30,5,3,22.2,2023-07-08,2025-06-01,Court,Standard,73,65.9,15.7,12,17,25,14025.33,42974.58,FY2025-26,83.7,2026-01-04
CLT-000131,0.864,Family Support,3.8,Low,Northern,2024-07-01,4,Child Care,Youth,147,2,3,27.5,2023-09-03,2026-05-13,Online Portal,Simple,2,20.2,22.2,19,21,44,10342.14,20393.84,FY2024-25,90.7,2026-01-13
CLT-000132,0.84,Employment Services,9.1,Low,Central,2025-04-01,10,Youth,Housing,35,1,1,30.5,2024-03-03,2026-03-30,Other Ministry,Standard,73,30.3,64.9,6,14,13,22879.1,20951.35,FY2024-25,92.8,2026-04-06
CLT-000133,0.884,Child Care Subsidy,3.4,High,Durham,2025-10-01,5,Employment,Home Care,59,1,0,26.2,2022-07-23,2025-02-21,Other Ministry,Complex,5,20.1,80.0,16,12,40,23115.3,34377.54,FY2023-24,81.2,2026-06-02
CLT-000134,0.663,Community Living,7.0,Medium,Central,2024-10-01,9,Child Care,Youth,17,3,0,18.8,2023-03-17,2025-08-08,School,Complex,8,49.0,32.9,13,16,1,21683.43,48389.78,FY2025-26,70.3,2026-02-03
CLT-000135,0.782,Ontario Works,4.5,High,Southwestern,2025-04-01,14,Community,Family,127,2,1,44.7,2023-10-18,2026-06-18,Family Doctor,Complex,-7,1.0,95.0,11,17,41,15047.43,14851.17,FY2025-26,73.2,2026-01-17
CLT-000136,0.598,Employment Services,7.4,Medium,Southwestern,2025-04-01,7,Home Care,Disability,24,4,3,61.1,2023-10-26,2025-05-24,Self-Referral,Complex,43,71.8,32.1,13,12,24,18549.94,29568.16,FY2025-26,94.5,2026-03-29
CLT-000137,0.829,Home Care,7.7,High,Hamilton,2025-07-01,17,Youth,Home Care,56,2,0,45.0,2024-02-26,2025-09-22,Hospital,Complex,22,47.3,28.9,7,23,19,10801.58,44455.33,FY2024-25,77.8,2026-03-17
CLT-000138,0.674,ODSP,6.2,High,Waterloo,2024-07-01,16,Disability,Child Care,107,4,2,40.1,2020-11-04,2025-05-21,School,Standard,32,71.1,85.9,14,4,20,21628.65,9837.48,FY2023-24,84.6,2026-06-11
CLT-000139,0.982,Youth Services,7.3,Low,Hamilton,2025-04-01,7,Home Care,Home Care,135,0,1,57.2,2023-07-21,2026-03-16,Family Doctor,Standard,41,27.9,13.2,6,23,23,23776.68,44708.31,FY2025-26,75.7,2026-06-23
CLT-000140,0.402,Home Care,4.5,Medium,Southwestern,2024-10-01,4,Community,Youth,52,0,0,30.3,2021-08-18,2026-04-12,Other Ministry,Standard,67,71.7,39.1,15,11,48,5116.44,47456.13,FY2024-25,70.6,2026-02-27
CLT-000141,0.829,Child Care Subsidy,4.4,Low,Waterloo,2024-10-01,4,Family,Employment,106,5,2,70.6,2023-06-30,2025-02-19,Self-Referral,Complex,-7,47.2,11.7,3,13,28,9816.22,27816.84,FY2024-25,91.1,2026-02-22
CLT-000142,0.81,Ontario Works,5.0,High,Ottawa,2025-04-01,20,Home Care,Community,36,4,0,29.0,2024-05-26,2025-04-19,Online Portal,Simple,57,14.8,32.4,16,6,22,17734.2,15472.21,FY2023-24,86.4,2026-02-23
CLT-000143,0.806,Community Living,5.2,Low,GTA,2024-07-01,4,Housing,Home Care,33,4,0,66.5,2020-07-26,2025-09-20,School,Standard,17,19.4,14.3,5,27,2,21380.09,18650.52,FY2025-26,79.4,2026-07-09
CLT-000144,0.468,Ontario Works,3.1,Low,Northern,2025-07-01,12,Housing,Youth,33,2,2,20.5,2022-03-31,2026-02-14,Online Portal,Standard,29,49.8,50.7,13,20,10,3269.89,35112.32,FY2023-24,99.4,2026-02-10
CLT-000145,0.461,Community Living,8.5,High,Hamilton,2024-10-01,20,Community,Family,17,5,1,46.1,2022-09-26,2025-04-26,Family Doctor,Standard,-15,5.0,65.7,0,22,43,13358.04,37437.57,FY2025-26,87.0,2026-06-21
CLT-000146,0.915,ODSP,5.9,High,Eastern,2026-01-01,12,Community,Home Care,23,0,1,48.0,2022-08-19,2026-05-23,Hospital,Simple,76,35.7,30.5,8,1,32,5956.31,32522.55,FY2024-25,94.5,2026-01-21
CLT-000147,0.671,Community Living,3.6,Medium,Hamilton,2025-07-01,4,Housing,Employment,36,3,3,8.0,2023-01-29,2025-01-01,Community Agency,Complex,59,46.1,85.7,17,6,41,16951.12,47567.4,FY2024-25,94.8,2026-07-29
CLT-000148,0.532,Community Living,5.3,High,Waterloo,2026-01-01,23,Family,Housing,39,0,1,5.2,2021-12-28,2025-10-26,Other Ministry,Complex,-7,3.8,24.0,4,26,45,18691.52,21051.33,FY2024-25,88.3,2026-02-18
CLT-000149,0.471,Family Support,4.5,Low,Central,2024-07-01,14,Employment,Child Care,125,3,1,86.9,2020-01-09,2026-06-28,Self-Referral,Complex,35,60.5,51.0,16,24,11,17449.53,9508.86,FY2023-24,73.1,2026-06-18
CLT-000150,0.754,Youth Services,6.4,Medium,Niagara,2025-01-01,9,Community,Family,85,3,1,16.7,2023-05-18,2026-06-09,Court,Complex,50,62.0,70.5,17,20,13,5421.78,31584.21,FY2024-25,90.6,2026-06-22
CLT-000151,0.478,Child Care Subsidy,6.4,High,Central,2024-07-01,12,Housing,Community,146,2,3,73.7,2022-12-06,2025-04-20,Self-Referral,Standard,-2,4.3,14.8,8,24,50,4442.92,15044.16,FY2024-25,74.4,2026-01-16
CLT-000152,0.807,Employment Services,4.4,High,GTA,2025-07-01,15,Child Care,Disability,109,1,2,63.9,2020-04-06,2026-01-26,Family Doctor,Standard,80,70.3,36.6,17,1,0,18719.91,10951.27,FY2024-25,94.9,2026-06-12
CLT-000153,0.816,Youth Services,8.1,High,Waterloo,2025-01-01,24,Disability,Youth,124,1,0,20.9,2020-12-21,2026-06-11,Community Agency,Standard,-15,31.1,57.3,4,5,37,21227.35,1276.61,FY2024-25,91.3,2026-02-09
CLT-000154,0.424,Youth Services,7.1,High,Waterloo,2025-04-01,16,Family,Child Care,91,4,1,86.3,2022-12-02,2025-03-11,Hospital,Standard,49,38.9,17.8,7,28,13,16751.69,17222.26,FY2024-25,76.6,2026-07-12
CLT-000155,0.765,Community Living,9.8,High,GTA,2024-07-01,22,Family,Housing,71,5,1,86.5,2023-10-29,2025-11-25,Family Doctor,Simple,29,18.8,71.5,0,29,33,20641.67,19372.94,FY2025-26,83.4,2026-01-12
CLT-000156,0.575,Home Care,5.2,Low,Ottawa,2024-10-01,18,Employment,Child Care,63,5,1,78.5,2022-05-18,2025-04-17,School,Complex,69,63.3,73.0,13,20,4,18798.83,8533.97,FY2024-25,91.5,2026-01-10
CLT-000157,0.452,Ontario Works,4.2,Medium,Durham,2024-07-01,19,Disability,Youth,114,3,3,58.6,2022-06-05,2025-11-20,Self-Referral,Standard,66,9.0,10.5,19,2,48,18775.8,3230.33,FY2023-24,80.7,2026-05-09
CLT-000158,0.463,Employment Services,7.1,Medium,Hamilton,2025-10-01,13,Employment,Housing,50,4,1,16.6,2022-03-11,2026-07-13,Court,Complex,-2,21.8,85.4,20,11,0,14061.34,28198.42,FY2023-24,71.3,2026-05-27
CLT-000159,0.752,ODSP,5.1,High,Central,2025-01-01,14,Home Care,Home Care,57,1,2,21.5,2021-01-06,2025-02-25,Online Portal,Complex,50,5.7,67.1,8,3,12,18276.94,24872.33,FY2024-25,80.7,2026-06-21
CLT-000160,0.787,ODSP,4.9,Low,Eastern,2025-07-01,16,Housing,Family,88,5,1,53.1,2022-01-16,2025-11-20,Family Doctor,Simple,-20,22.9,76.8,20,13,17,21082.7,7580.99,FY2025-26,79.9,2026-05-03
CLT-000161,0.673,Youth Services,8.3,Medium,Durham,2024-07-01,6,Child Care,Youth,45,4,1,27.4,2023-07-07,2025-03-20,Community Agency,Simple,44,45.7,79.1,18,12,49,14955.89,45408.88,FY2025-26,77.8,2026-05-19
CLT-000162,0.679,Child Care Subsidy,5.5,Low,Waterloo,2025-04-01,5,Housing,Child Care,111,2,0,61.3,2024-07-09,2025-06-19,Hospital,Standard,0,13.3,90.6,4,23,46,12345.83,18580.98,FY2023-24,92.8,2026-03-01
CLT-000163,0.437,Youth Services,4.6,High,Eastern,2025-07-01,13,Housing,Housing,21,0,2,13.8,2022-12-03,2025-10-08,Court,Complex,49,41.3,42.0,12,11,37,16506.75,41937.98,FY2025-26,77.5,2026-02-27
CLT-000164,0.705,Youth Services,8.6,Medium,Hamilton,2026-01-01,20,Employment,Home Care,122,1,1,11.6,2023-08-10,2025-10-15,School,Simple,3,11.8,61.2,3,21,14,10658.04,17181.01,FY2023-24,84.4,2026-05-03
CLT-000165,0.683,Child Care Subsidy,7.4,Medium,GTA,2025-01-01,2,Home Care,Home Care,44,5,0,80.7,2020-10-27,2025-02-27,Hospital,Standard,3,37.4,44.5,18,20,1,22023.47,36670.74,FY2024-25,98.4,2026-02-25
CLT-000166,0.665,Community Living,8.9,Low,Eastern,2025-10-01,20,Home Care,Home Care,140,2,1,66.6,2021-12-02,2026-04-10,Community Agency,Simple,28,28.1,19.2,6,16,32,17267.01,41499.2,FY2025-26,72.9,2026-05-02
CLT-000167,0.932,Ontario Works,9.0,High,Durham,2024-07-01,3,Housing,Home Care,148,0,3,49.4,2022-01-28,2025-02-14,Family Doctor,Simple,41,57.0,42.4,18,25,47,22742.54,42022.34,FY2025-26,72.9,2026-02-04
CLT-000168,0.55,Home Care,9.2,Low,Southwestern,2025-10-01,9,Disability,Employment,11,4,0,49.2,2022-02-07,2025-07-30,Other Ministry,Standard,26,8.1,46.2,18,8,16,21446.93,21754.52,FY2024-25,88.4,2026-06-24
CLT-000169,0.634,Home Care,5.8,High,Hamilton,2024-10-01,12,Housing,Youth,88,4,2,70.8,2022-03-26,2025-05-22,Community Agency,Complex,9,32.4,69.4,5,3,13,12954.42,39517.98,FY2025-26,88.4,2026-06-25
CLT-000170,0.817,Child Care Subsidy,5.6,High,GTA,2024-07-01,5,Housing,Community,32,0,2,23.9,2020-06-12,2025-02-08,Family Doctor,Standard,58,47.4,34.3,19,1,49,20595.6,32374.27,FY2024-25,70.3,2026-06-18
CLT-000171,0.949,Employment Services,4.3,High,Durham,2025-01-01,20,Home Care,Employment,102,1,0,87.9,2020-06-26,2025-10-10,Family Doctor,Standard,65,28.8,59.8,16,0,47,17738.74,46039.69,FY2025-26,78.5,2026-08-01
CLT-000172,0.73,Youth Services,5.4,Medium,Eastern,2025-01-01,15,Community,Employment,76,1,3,48.0,2023-02-18,2025-03-16,Court,Standard,-6,57.9,91.3,17,26,50,14584.9,35015.4,FY2024-25,86.9,2026-07-17
CLT-000173,0.544,Youth Services,9.5,Medium,Hamilton,2024-04-01,16,Child Care,Youth,27,3,1,62.5,2021-04-15,2025-11-20,Family Doctor,Standard,46,38.8,69.6,8,7,18,2778.73,34011.2,FY2024-25,72.3,2026-02-15
CLT-000174,0.681,Youth Services,4.5,High,Southwestern,2024-10-01,24,Disability,Housing,61,1,1,79.2,2021-02-27,2025-08-23,School,Simple,59,26.0,76.2,3,29,5,17057.4,33507.78,FY2025-26,70.2,2026-05-19
CLT-000175,0.965,Community Living,5.5,Medium,Hamilton,2025-04-01,16,Home Care,Youth,111,1,1,9.6,2024-06-24,2026-03-10,Online Portal,Complex,-16,36.4,43.5,5,14,7,17606.99,23543.46,FY2025-26,70.3,2026-06-22
CLT-000176,0.524,ODSP,5.2,High,Southwestern,2024-10-01,18,Youth,Disability,78,3,2,36.1,2022-10-18,2026-03-11,School,Standard,69,54.3,41.0,12,8,28,4907.29,7425.82,FY2025-26,90.6,2026-07-28
CLT-000177,0.459,Employment Services,8.5,High,Niagara,2025-10-01,7,Home Care,Home Care,131,0,1,40.8,2020-10-02,2026-06-14,Other Ministry,Standard,18,18.4,83.0,1,12,6,17418.31,3941.78,FY2024-25,84.3,2026-06-11
CLT-000178,0.457,Youth Services,4.8,Medium,Durham,2025-04-01,12,Employment,Community,41,2,1,54.0,2023-08-23,2026-07-06,Hospital,Standard,25,23.7,53.4,14,28,5,9836.24,15039.66,FY2025-26,98.7,2026-02-12
CLT-000179,0.778,Youth Services,5.9,High,Waterloo,2025-10-01,3,Child Care,Home Care,97,1,2,31.9,2021-08-19,2025-10-01,Family Doctor,Standard,36,56.3,89.8,18,16,28,10642.73,10010.42,FY2023-24,73.8,2026-03-02
CLT-000180,0.791,ODSP,4.4,Medium,Ottawa,2024-07-01,3,Housing,Employment,16,3,0,13.8,2023-06-19,2025-06-09,Community Agency,Complex,29,22.6,31.0,9,14,40,3597.09,26810.37,FY2023-24,70.9,2026-06-19
CLT-000181,0.611,Youth Services,8.9,Medium,Durham,2025-04-01,18,Housing,Home Care,148,1,3,58.6,2023-07-26,2026-08-01,Family Doctor,Complex,61,46.2,36.3,11,15,34,6064.65,5388.15,FY2024-25,81.0,2026-03-08
CLT-000182,0.492,Ontario Works,3.0,Low,Central,2025-04-01,16,Employment,Housing,132,2,0,70.1,2024-06-22,2025-10-27,School,Simple,50,27.2,45.0,17,13,25,6622.45,36031.96,FY2025-26,81.7,2026-04-07
CLT-000183,0.53,ODSP,5.9,Low,Durham,2025-04-01,10,Youth,Community,58,0,1,16.6,2020-08-14,2026-04-12,Online Portal,Standard,69,45.0,26.0,0,4,3,24258.05,2084.41,FY2023-24,78.5,2026-02-02
CLT-000184,0.822,Ontario Works,4.6,Low,GTA,2026-01-01,7,Family,Community,89,3,2,44.4,2024-06-08,2025-02-02,Other Ministry,Simple,76,68.5,14.8,12,2,34,12018.6,10417.42,FY2024-25,94.5,2026-08-01
CLT-000185,0.407,Home Care,5.6,Medium,Eastern,2024-04-01,7,Housing,Child Care,143,5,1,45.2,2023-10-27,2025-11-16,Other Ministry,Simple,60,52.6,73.3,17,16,7,6706.16,32287.48,FY2023-24,80.8,2026-01-14
CLT-000186,0.91,Home Care,9.6,Low,Niagara,2025-07-01,1,Home Care,Youth,40,3,1,5.8,2020-03-27,2026-05-02,Hospital,Standard,78,6.9,23.4,2,21,39,8791.34,48512.93,FY2025-26,71.8,2026-04-02
CLT-000187,0.78,ODSP,3.9,Low,Central,2025-07-01,15,Disability,Employment,106,2,1,26.3,2020-03-21,2026-05-12,Online Portal,Complex,17,39.3,51.7,18,5,34,9017.78,36887.72,FY2024-25,96.0,2026-06-03
CLT-000188,0.94,Child Care Subsidy,3.5,Low,Hamilton,2025-04-01,9,Family,Housing,10,5,3,67.4,2020-02-08,2026-01-08,School,Standard,72,5.0,92.2,12,6,33,17238.99,38520.97,FY2023-24,88.4,2026-03-24
CLT-000189,0.642,Youth Services,3.8,High,Ottawa,2024-04-01,5,Home Care,Employment,61,0,3,21.3,2020-03-06,2026-02-02,Online Portal,Complex,59,50.6,31.8,11,7,38,18087.21,1641.22,FY2023-24,89.7,2026-01-21
CLT-000190,0.676,Ontario Works,5.5,High,Niagara,2025-07-01,23,Employment,Youth,145,0,0,75.9,2020-06-08,2025-08-10,Community Agency,Simple,72,17.0,42.8,6,16,42,6594.69,31640.93,FY2023-24,86.8,2026-05-23
CLT-000191,0.645,ODSP,8.2,High,Central,2026-01-01,23,Community,Child Care,52,1,3,47.9,2023-09-08,2025-06-11,Online Portal,Standard,20,39.8,94.7,11,13,48,16014.4,41481.59,FY2024-25,88.3,2026-05-25
CLT-000192,0.722,Family Support,8.2,High,Southwestern,2025-07-01,15,Housing,Community,10,5,0,88.6,2023-05-05,2025-01-17,Hospital,Standard,-20,22.0,28.9,10,0,49,20637.53,34796.24,FY2024-25,97.6,2026-05-11
CLT-000193,0.728,Child Care Subsidy,3.6,Medium,Central,2024-10-01,5,Youth,Family,73,1,2,73.9,2020-07-07,2026-02-14,School,Complex,-11,52.2,77.4,5,15,44,17719.77,41156.25,FY2023-24,87.9,2026-03-18
CLT-000194,0.422,Family Support,3.5,Low,Central,2025-07-01,14,Community,Child Care,68,5,0,58.9,2023-07-18,2026-01-27,Self-Referral,Standard,47,3.4,55.9,4,10,32,17595.33,8506.68,FY2025-26,91.9,2026-04-11
CLT-000195,0.973,ODSP,4.5,Medium,Niagara,2024-10-01,5,Family,Child Care,131,4,0,51.6,2021-06-21,2025-03-29,Family Doctor,Complex,35,55.8,21.1,4,15,35,5353.66,20370.62,FY2025-26,75.9,2026-06-07
CLT-000196,0.988,Home Care,4.6,Medium,Niagara,2025-07-01,22,Child Care,Child Care,115,3,2,34.6,2021-10-18,2025-12-19,Self-Referral,Standard,1,71.1,62.4,14,19,9,11291.35,46286.45,FY2023-24,76.0,2026-04-06
CLT-000197,0.492,ODSP,3.8,Low,Eastern,2024-10-01,10,Employment,Family,38,2,3,45.1,2021-11-10,2025-08-03,School,Simple,49,37.9,32.0,15,19,46,24811.4,35058.49,FY2025-26,70.6,2026-05-30
CLT-000198,0.935,Ontario Works,4.7,Low,Southwestern,2025-01-01,23,Youth,Employment,129,5,0,10.7,2023-09-14,2025-10-05,Other Ministry,Simple,-18,21.4,85.1,12,7,24,12959.24,35774.75,FY2024-25,84.5,2026-06-02
CLT-000199,0.714,Child Care Subsidy,4.4,Medium,Durham,2024-04-01,2,Disability,Youth,95,3,3,68.3,2020-02-07,2025-12-22,Other Ministry,Standard,60,22.1,94.7,16,8,3,15831.91,44055.19,FY2023-24,98.3,2026-03-13
CLT-000200,0.533,Youth Services,9.1,High,Northern,2024-07-01,24,Community,Disability,116,1,1,41.2,2021-10-01,2025-12-04,Online Portal,Complex,-4,15.3,21.8,17,21,12,21633.4,16140.92,FY2025-26,97.0,2026-02-04
CLT-000201,0.654,Child Care Subsidy,7.5,High,Northern,2025-07-01,3,Child Care,Home Care,91,1,0,70.1,2022-04-27,2026-02-26,Court,Standard,75,67.3,86.0,8,4,49,5104.37,7445.75,FY2023-24,92.9,2026-06-06
CLT-000202,0.764,Home Care,7.1,Low,GTA,2025-07-01,3,Housing,Home Care,138,4,3,65.5,2022-02-04,2025-07-08,Family Doctor,Standard,40,10.3,26.4,1,13,48,24235.97,46346.32,FY2024-25,76.7,2026-06-21
CLT-000203,0.983,Home Care,3.4,Medium,Waterloo,2026-01-01,23,Family,Housing,73,3,3,71.0,2023-05-30,2026-01-25,Other Ministry,Standard,58,67.6,58.6,17,16,41,21956.68,39559.07,FY2025-26,73.3,2026-04-27
CLT-000204,0.888,Ontario Works,9.0,Low,Durham,2025-10-01,24,Employment,Community,142,5,0,21.1,2022-06-19,2026-02-12,Court,Standard,39,12.4,35.0,1,22,33,22640.05,23715.37,FY2025-26,83.6,2026-07-04
CLT-000205,0.695,Child Care Subsidy,8.3,High,Durham,2024-10-01,13,Community,Family,125,0,1,43.6,2023-12-30,2025-07-26,Online Portal,Simple,12,23.7,65.1,5,22,46,3526.83,6594.08,FY2024-25,89.0,2026-01-22
CLT-000206,0.709,Family Support,7.9,High,Waterloo,2024-10-01,13,Community,Employment,53,2,1,18.8,2020-10-23,2025-07-03,Self-Referral,Standard,19,22.6,75.3,14,9,40,4927.05,45028.55,FY2023-24,70.1,2026-07-15
CLT-000207,0.549,Community Living,6.4,Medium,Durham,2024-04-01,20,Housing,Disability,65,4,3,43.6,2022-06-23,2025-03-23,Self-Referral,Simple,50,20.4,63.4,6,1,11,4132.28,33010.57,FY2023-24,74.4,2026-01-09
CLT-000208,0.794,Employment Services,5.3,Low,GTA,2024-07-01,14,Home Care,Home Care,82,4,1,87.1,2024-03-14,2026-01-04,Self-Referral,Simple,78,21.9,41.3,12,26,4,19081.83,42322.17,FY2023-24,78.8,2026-02-04
CLT-000209,0.472,Employment Services,5.2,Medium,Durham,2025-01-01,23,Disability,Employment,37,4,0,46.1,2023-11-11,2025-10-22,Family Doctor,Complex,20,19.1,58.9,19,11,8,15550.1,25323.45,FY2025-26,89.0,2026-05-07
CLT-000210,0.877,Home Care,7.8,Low,GTA,2024-07-01,1,Housing,Child Care,63,4,3,40.2,2021-11-14,2025-12-25,School,Simple,61,14.9,33.9,2,9,19,12913.9,16872.27,FY2023-24,73.4,2026-03-27
CLT-000211,0.601,Ontario Works,8.7,Low,Central,2025-07-01,22,Housing,Housing,19,5,1,45.9,2023-07-08,2026-04-17,Other Ministry,Standard,80,58.7,88.9,1,26,33,7833.92,36523.24,FY2024-25,86.7,2026-01-05
CLT-000212,0.523,Youth Services,8.4,Medium,Ottawa,2024-10-01,9,Employment,Family,106,5,1,53.5,2022-03-08,2025-07-11,Community Agency,Standard,70,61.8,70.3,8,13,5,12677.83,12644.47,FY2024-25,94.9,2026-03-19
CLT-000213,0.528,Employment Services,4.2,Medium,GTA,2025-01-01,3,Housing,Employment,133,4,1,21.2,2022-09-17,2026-06-21,Court,Standard,-2,55.5,18.4,16,21,8,5527.08,2791.07,FY2024-25,91.4,2026-05-14
CLT-000214,0.468,Employment Services,9.3,High,Waterloo,2024-07-01,11,Housing,Employment,36,4,2,6.9,2024-04-02,2025-11-16,School,Standard,5,14.3,33.5,10,24,28,16942.54,14360.06,FY2023-24,78.2,2026-01-04
CLT-000215,0.965,ODSP,4.4,Medium,Durham,2025-07-01,9,Home Care,Youth,72,1,0,31.5,2021-11-24,2026-07-08,Online Portal,Simple,-4,2.6,86.8,1,3,24,1818.1,21896.82,FY2023-24,91.1,2026-06-01
CLT-000216,0.771,Community Living,7.2,Medium,Central,2025-01-01,23,Child Care,Housing,43,0,3,13.3,2021-09-27,2026-04-22,Online Portal,Simple,8,10.8,86.1,8,29,23,10105.88,35281.12,FY2025-26,79.9,2026-03-25
CLT-000217,0.667,Ontario Works,3.4,Low,Central,2026-01-01,15,Home Care,Youth,99,4,1,48.2,2022-04-10,2025-04-20,Other Ministry,Complex,63,5.6,35.7,14,12,37,10629.33,31422.87,FY2025-26,74.8,2026-05-04
